,company_name,as_of_date,followers_count,employees_on_platform,industry,checkins,has_added_app,were_here_count,likes,talking_about_count,stock_symbol
1393,the home depot,2018-07-17,358299,82754,Retail,0,f,4177604,4668011,176817,
1394,the howard hughes corporation,2018-07-17,25617,539,Real Estate,135,f,0,3843,15923,HHC
1395,the manitowoc company,2018-07-17,34359,1834,Machinery,0,f,0,6795,1444,
1396,the medicines company,2018-07-17,9416,871,Pharmaceuticals,163,f,163,291,6,MDCO
1397,the mosaic company,2018-07-17,33327,3091,Mining &amp; Metals,122,f,0,5273,617,LOVE
1398,the new home company inc.,2018-07-17,2097,209,Real Estate,63,f,63,8909,1961,NWHM
1399,the pantagraph,2018-07-17,644,92,Newspapers,260,f,0,39751,18180,
1400,the proven method,2018-07-17,689,70,Information Technology and Services,8,f,8,220,13,
1401,the provident bank,2018-06-20,3693,688,Banking,231,f,231,10741,2307,
1402,the southern illinoisan,2018-07-17,939,78,Media Production,437,f,435,50019,11354,
1403,the tile shop,2018-07-17,5132,1083,Retail,0,f,5063,79286,4120,
1404,the toro company,2018-07-17,27439,2658,Machinery,0,f,0,62321,6608,XONE
1405,the vitamin shoppe,2018-07-17,23828,2940,Retail,2345,f,2345,1354883,29015,VSI
1406,therma tru,2017-02-10,6767,613,Building Materials,78,f,0,5099,2033,
1407,thestreet,2018-07-17,94009,374,Online Media,998,f,704,206230,139463,
1408,third federal,2018-07-17,1278,543,Banking,15,f,0,1483,1010,
1409,thomson reuters,2018-07-17,1254086,61614,Information Technology and Services,6018,f,9902,171948,7986,TRI
1410,tillys,2018-07-17,19715,2217,Retail,0,f,9,625245,25601,
1411,tim brasil,2018-07-17,187457,11068,Telecommunications,0,f,10760,2790962,672307,
1412,tim hortons,2018-07-17,77082,4107,Food &amp; Beverages,0,f,744980,3190548,20460,
1413,timberland,2018-02-17,35274,2639,Apparel & Fashion,0,f,2798,7950918,165973,
1414,titan machinery,2018-07-17,6361,1207,Machinery,0,f,1329,6145,2545,TITN
1415,tivo,2018-07-17,17094,2925,Consumer Electronics,0,f,0,226806,19103,
1416,tj maxx,2018-07-17,27390,12915,Retail,1832,f,1832,3121354,107140,
1417,toll brothers,2018-07-17,54201,4028,Real Estate,162,f,75886,19858,13227,TOL
1418,tommy bahama,2018-07-17,13046,1982,Apparel &amp; Fashion,21,f,200229,412504,25283,
1419,tommy hilfiger,2018-02-17,164568,7213,Apparel & Fashion,0,f,24998,12468900,630160,
1420,tonix pharmaceuticals,2018-07-17,1034,25,Pharmaceuticals,3,f,0,32,0,ETON
1421,top image systems,2018-07-17,2025,207,Information Technology and Services,97,f,97,666,1483,
1422,total,2018-07-17,1385397,59026,Oil &amp; Energy,5,f,28682,8712841,189510,
1423,toulon design,2018-07-17,161,6,Sporting Goods,12,f,0,4721,393,
1424,tower international,2018-07-17,16372,2405,Automotive,1185,f,0,11503,956,TOWR
1425,towerjazz,2018-02-17,8245,700,Semiconductors,29,f,0,1263,750,
1426,townebank,2018-07-17,2487,542,Banking,45,f,0,3527,803,TOWN
1427,townsquare media,2018-07-17,14481,2103,Entertainment,64,f,0,5194,204,TSQ
1428,toyota motor corporation,2018-07-17,524506,27582,Automotive,0,f,0,488982,97727,TM
1429,tractor supply company,2018-07-17,31527,6153,Retail,0,f,444330,904632,87618,TSCO
1430,transact® technologies,2018-07-17,763,120,Electrical/Electronic Manufacturing,0,f,0,1728,301,
1431,transamerica,2018-07-17,56333,14227,Financial Services,1045,f,0,561416,3708,
1432,transgenomic,2018-07-17,1101,73,Biotechnology,7,f,7,263,5,
1433,transocean,2018-07-17,253605,10910,Oil &amp; Energy,0,f,0,1162,179,RIG
1434,travelcenters of america,2018-07-17,10591,1523,Retail,88,f,221239,20279,3006,TANNZ
1435,travelers,2018-07-17,202412,33213,Insurance,0,f,0,84957,13970,
1436,travelport,2018-07-17,64008,4454,Information Technology and Services,0,f,0,563302,144301,
1437,travelzoo,2018-07-17,22137,558,Online Media,0,f,0,3397821,209112,TZOO
1438,tremor video,2018-07-17,6609,420,Marketing and Advertising,215,f,0,1613,201,
1439,trex company,2018-07-17,4396,416,Building Materials,0,f,0,605255,20127,TREX
1440,tri pointe homes,2018-03-09,1742,196,Construction,53,f,53,969,189,
1441,trimas corporation,2018-07-17,1980,199,Packaging and Containers,0,f,0,161,27,TRS
1442,trinet,2018-07-17,31976,3554,Human Resources,553,f,553,5048,202,
1443,"trinity industries, inc.",2018-07-17,31494,3134,Transportation/Trucking/Railroad,279,f,279,17891,3488,TRN
1444,tripadvisor,2018-07-17,196175,4989,Internet,618,f,0,6033039,374965,TRIP
1445,trovagene,2018-07-17,1998,72,Biotechnology,24,f,0,1224,13,
1446,trubridge,2018-07-17,1053,284,Information Technology and Services,0,f,0,7992,235,
1447,trueblue inc.,2018-07-17,15594,10732,Staffing and Recruiting,871,f,0,1679,186,TBI
1448,trulia,2018-02-17,21801,483,Internet,0,f,0,407479,63249,
1449,trustmark bank,2018-07-17,6220,1672,Banking,160,f,1653,4411,1297,
1450,tsys,2018-07-17,34630,7878,Financial Services,2407,f,2407,4333,581,
1451,ttm technologies,2018-07-17,9139,3014,Electrical/Electronic Manufacturing,0,f,0,47,5,TTMI
1452,tuesday morning,2018-07-17,17530,2777,Retail,0,f,38287,265505,12139,TUES
1453,tupperware brands,2018-07-17,66231,10110,Consumer Goods,0,f,0,776771,13478,
1454,turkcell,2018-07-17,194369,9486,Telecommunications,0,f,3881,3225485,406142,
1455,turtle beach,2018-07-17,7325,175,Consumer Electronics,310,f,62,659049,7439,
1456,twin disc,2018-07-17,2679,386,Machinery,12,f,12,329,164,
1457,twitter,2018-07-17,579499,5057,Internet,1,f,0,16137106,85061,
1458,two river community bank,2018-07-17,307,121,Banking,0,f,0,494,169,
1459,tyler technologies,2018-07-17,17794,3917,Computer Software,15,f,15,59,5,TYL
1460,tyson foods,2018-07-17,94334,17911,Food Production,103022,f,0,287072,41865,TSN
1461,u.s. bank,2018-07-17,180917,57600,Banking,0,f,1826,299359,31510,OPB
1462,u.s. cellular,2018-07-17,28221,9640,Wireless,5858,f,28395,546538,43747,
1463,"u.s. physical therapy, inc.",2018-07-17,4048,280,"Health, Wellness and Fitness",209,f,209,2340,50,USPH
1464,uds enterprise,2018-03-23,42,0,Computer Software,208,f,208,791,65,
1465,"ufp technologies, inc.",2018-07-17,1694,256,Plastics,166,f,0,315,43,UFPT
1466,ulta beauty,2018-07-17,120508,15917,Retail,0,f,261648,3050701,142690,ULTA
1467,ultralife corporation,2018-07-17,1700,158,Electrical/Electronic Manufacturing,7,f,7,497,54,ULBI
1468,ultrapar,2018-02-17,44520,1035,Oil & Energy,499,f,499,1749,334,
1469,umb bank,2018-07-17,13256,3509,Financial Services,181,f,4813,7669,1985,
1470,umpqua bank,2018-07-17,14227,3406,Banking,457,f,457,50355,4399,
1471,under armour,2018-07-17,388908,8859,Sporting Goods,1195,f,77040,9958978,161914,UAA
1472,unified payments,2018-07-17,990,319,Financial Services,95,f,95,18801,10313,
1473,unilever,2018-07-17,3335998,111102,Consumer Goods,0,f,0,3774628,518903,UN
1474,unit corporation,2018-07-17,8952,650,Oil & Energy,107,f,0,534,103,UNT
1475,united bank,2018-07-17,3125,908,Banking,43,f,0,673,101,
1476,united community bank,2018-07-17,3746,1462,Banking,59,f,59,1162,1216,UCBI
1477,united fire group,2017-07-28,2969,798,Insurance,232,f,232,1637,397,UFCS
1478,united therapeutics,2017-06-27,7060,710,Pharmaceuticals,7,f,0,4361,69,NKTR
1479,unitedhealth group,2018-07-17,498375,106277,Hospital &amp; Health Care,4,f,0,1219,14,
1480,unitedhealthcare,2018-03-23,12794,0,Hospital & Health Care,713,f,0,180991,22069,
1481,unitil,2018-07-17,1516,318,Utilities,49,f,29,4221,2933,
1482,univar,2018-07-17,81961,5940,Chemicals,193,f,188,2638,415,
1483,univest,2018-07-17,3208,757,Financial Services,37,f,37,1873,7,
1484,unyson,2018-07-17,4719,300,Logistics and Supply Chain,99,f,0,228,53,
1485,upc insurance,2018-07-17,1653,172,Insurance,495,f,0,2133,406,
1486,ups,2018-07-17,573679,154090,Transportation/Trucking/Railroad,2142,f,9775,1820464,228745,
1487,urban outfitters europe,2018-02-17,28269,241,Retail,0,f,169152,2232073,28369,URBN
1488,us foods,2018-07-17,111409,14414,Food & Beverages,516,f,516,83456,6948,
1489,usa technologies inc.,2018-07-17,5610,1897,Information Technology and Services,34,f,34,1253,130,USATP
1490,usa today,2018-02-17,269142,3205,Newspapers,3463,f,0,15233696,3635912,
1491,usana health sciences,2018-07-17,27702,9517,"Health, Wellness and Fitness",12487,f,12487,271316,30940,USNA
1492,"valmont industries, inc.",2018-07-17,17571,2388,Mechanical or Industrial Engineering,0,f,0,2484,192,VMI
1493,value line,2018-07-17,1964,212,Financial Services,23,f,23,2909,30,VALU
1494,vanda pharmaceuticals,2018-07-17,9356,249,Pharmaceuticals,1,f,1,3874,1537,VNDA
1495,varian medical systems,2018-07-17,97265,6762,Medical Devices,338,f,338,1722,404,VAR
1496,vbi vaccines inc.,2018-07-17,1037,35,Biotechnology,0,f,0,331,360,VBIV
1497,vectrus,2018-07-17,16065,2535,Defense & Space,45,f,27,4371,1264,
1498,veeva systems,2018-07-17,25589,2341,Computer Software,417,f,417,2017,225,VEEV
1499,venmo,2018-02-17,10326,227,Financial Services,0,f,0,37335,1138,
1500,vera bradley,2018-07-17,23440,1611,Apparel &amp; Fashion,1,f,25749,1854880,29793,VRA
1501,verastem,2018-05-03,3933,79,Biotechnology,0,f,0,1195,76,
1502,verint,2018-02-17,55636,3147,Information Technology and Services,73,f,73,3975,155,
1503,verisign,2018-07-17,25668,1654,Information Technology and Services,0,f,0,318611,83519,
1504,verisk analytics,2017-11-29,34134,1407,Information Services,93,f,0,648,262,VRSK
1505,veritiv corporation,2018-07-17,16402,3895,Business Supplies and Equipment,8562,f,0,15826,1698,VRTV
1506,verizon,2018-07-17,619936,75800,Information Technology and Services,122,f,73,24989,12401,
1507,verso paper corp.,2018-07-17,4915,683,Paper & Forest Products,32,f,0,480,11,
1508,vertis communications,2018-02-17,4453,779,Marketing and Advertising,2283,f,2283,2047,907,VZ
1509,vf corporation,2018-07-17,171268,21330,Apparel &amp; Fashion,207,f,207,431,205,VFC
1510,viacom,2018-07-17,267270,26776,Entertainment,0,f,0,278394,104594,
1511,viavi solutions,2018-07-17,29481,3781,Telecommunications,62,f,62,2369,5937,VIAV
1512,vical,2018-07-17,1827,260,Biotechnology,0,f,0,321,135,
1513,vicor corporation,2018-07-17,6023,712,Electrical/Electronic Manufacturing,94,f,94,7682,310,VICR
1514,virco,2018-07-17,1161,281,Business Supplies and Equipment,169,f,146,633,190,
1515,virtus investment partners,2018-07-17,2228,247,Investment Management,0,f,0,507,3,VRTSP
1516,virtusa,2018-07-17,84434,8600,Information Technology and Services,346,f,346,34187,1452,
1517,visa,2018-07-17,459757,12386,Information Technology and Services,1245,f,0,5702,3642,
1518,"vishay intertechnology, inc.",2018-07-17,13404,2988,Electrical/Electronic Manufacturing,316,f,316,3156,255,VSH
1519,vislink,2018-07-17,1228,120,Broadcast Media,24,f,24,1665,134,
1520,vista outdoor inc.,2018-07-17,8578,1064,Consumer Goods,26,f,26,7002,1392,VSTO
1521,vitas healthcare,2018-07-17,38627,4393,Hospital &amp; Health Care,390,f,14499,38117,5558,
1522,vivint solar,2018-07-17,13284,2585,Renewables & Environment,401,f,1628,19051,1995,VSLR
1523,vmware,2018-07-17,695561,21098,Computer Software,18599,f,18599,313354,78630,
1524,vocera communications,2018-07-17,8943,666,Telecommunications,126,f,126,813,195,VCRA
1525,vonage,2018-07-17,30511,2089,Telecommunications,1713,f,1713,105631,1775,
1526,voxeljet ag,2018-07-17,2592,86,Mechanical or Industrial Engineering,46,f,46,2044,143,VJET
1527,voxx international corporation,2018-02-17,3740,377,Consumer Electronics,214,f,214,2367,245,VOXX
1528,voya financial,2018-07-17,44068,4440,Financial Services,0,f,0,235781,459436,VOYA^B
1529,vse corporation,2018-07-17,4120,1226,Defense & Space,0,f,0,2655,564,VSEC
1530,wabtec control systems,2018-07-17,909,107,Transportation/Trucking/Railroad,0,f,0,4910,3578,
1531,wabtec corporation,2018-07-17,4710,957,Transportation/Trucking/Railroad,40,f,40,1416,258,WAT
1532,waddell & reed,2018-07-17,24841,3040,Financial Services,895,f,0,6089,1119,
1533,wageworks,2018-07-17,6097,1006,Human Resources,98,f,0,2673,293,
1534,walgreens,2018-07-17,252898,88935,Retail,0,f,1896553,4527975,123695,
1535,walker & dunlop,2018-07-17,5126,683,Financial Services,1,f,1,660,481,WD
1536,walmart,2018-07-17,1195359,411073,Retail,14428,f,19919133,34985969,775540,
1537,waters corporation,2018-07-17,50154,5633,Research,0,f,0,56828,1216,WAT
1538,waterstone bank,2018-07-17,785,979,Banking,0,f,0,3230,1147,
1539,wayfair,2018-07-17,69598,7510,Internet,10,f,0,6321100,567528,
1540,wd,2017-02-14,57206,8008,Computer Hardware,12820,f,0,3322334,148644,
1541,we energies,2018-07-17,10343,4024,Utilities,133,f,133,10331,6876,
1542,weatherford,2018-07-17,642045,31086,Oil &amp; Energy,501,f,459,183039,5442,
1543,web.com,2018-07-17,22402,4249,Internet,1364,f,0,168763,9155,
1544,webdam,2018-03-14,2529,95,Computer Software,0,f,0,3862,68,
1545,weibo corporation,2018-07-17,2988,686,Internet,62,f,62,617,10,WB
1546,weight watchers,2018-07-17,27045,7299,"Health, Wellness and Fitness",0,f,400441,2736280,277038,
1547,weingarten realty,2018-07-17,3698,364,Real Estate,64,f,64,670,70,WRI
1548,weis markets,2018-07-17,10108,3617,Retail,0,f,34709,144772,40614,WMK
1549,wellcare health plans,2018-07-17,31761,6325,Insurance,1393,f,0,11050,854,WCG
1550,werner enterprises,2018-07-17,18403,4907,Transportation/Trucking/Railroad,9700,f,0,23835,31460,WERN
1551,wesbanco,2018-07-17,2544,1141,Banking,5982,f,0,4322,3299,
1552,westell,2018-07-17,1850,228,Telecommunications,0,f,54160,905088,21360,
1553,western digital,2018-07-17,173189,22635,Information Technology and Services,12807,f,0,2793591,147101,
1554,western snow plows,2018-07-17,585,18,Machinery,0,f,0,62928,2584,
1555,western union,2018-07-17,101691,12128,Financial Services,0,f,526,8005807,693240,
1556,westlake chemical,2018-07-17,17999,3608,Chemicals,242,f,0,1221,621,
1557,willamette valley vineyards,2018-07-17,571,99,Wine and Spirits,28466,f,28466,20977,2335,WVVIP
1558,william lyon homes,2018-07-17,4955,496,Construction,76,f,38,6980,423,
1559,williams,2018-07-17,68600,5555,Oil &amp; Energy,0,f,0,21790,1271,
1560,"williams-sonoma, inc.",2018-07-17,83770,12068,Retail,0,f,68492,917017,41502,WSM
1561,willis towers watson,2018-07-17,212872,38161,Financial Services,1470,f,0,16387,864,
1562,wily technology,2018-02-17,633,60,Computer Software,0,f,0,182457,4259,
1563,windstream,2017-07-10,48173,9814,Telecommunications,0,f,0,484,24,
1564,windstream communications,2018-02-14,52531,13229,Telecommunications,403,f,403,2057,383,
1565,windstream enterprise,2018-07-17,54178,13185,Telecommunications,0,f,0,4614,87,
1566,winnebago,2018-02-17,3714,636,"Leisure, Travel & Tourism",326,f,0,21257,2344,
1567,wipro consulting,2017-11-07,68316,1861,Management Consulting,293,f,0,3860,1061,
1568,wipro limited,2018-07-17,1166950,178626,Information Technology and Services,23478,f,0,1476519,164563,WIT
1569,wisconsin bank &amp; trust,2017-02-01,504,120,Banking,86,f,0,1239,377,
1570,witt o'brien's,2018-07-17,2171,269,Management Consulting,14,f,14,406,8,
1571,wns global services,2018-07-17,164278,22590,Outsourcing/Offshoring,2756,f,0,17121,1193,
1572,"woodward, inc.",2018-07-17,18053,3775,Aviation &amp; Aerospace,81,f,81,5079,7437,WWD
1573,workday,2018-07-17,200211,10239,Computer Software,0,f,0,17431,5795,
1574,workhorse group inc.,2018-07-17,1198,112,Automotive,0,f,0,2654,315,WKHS
1575,worthington industries,2018-07-17,17818,3091,Mining &amp; Metals,745,f,0,2119,611,WOR
1576,wpx energy,2018-07-17,23322,786,Oil &amp; Energy,177,f,140,2956,3230,WPX
1577,wright medical,2018-07-17,27860,2420,Medical Devices,3,f,0,2250,557,
1578,wsfs bank,2018-07-17,5515,1007,Banking,79,f,557,8748,896,
1579,wsi industries,2018-07-17,416,98,Defense & Space,478,f,478,683,91,LCII
1580,wwe,2018-07-17,44194,966,Entertainment,214185,f,0,39201249,5747010,
1581,xcel energy,2018-07-17,48918,8867,Utilities,0,f,0,26319,2776,XEL
1582,xcerra corporation,2018-07-17,2497,287,Semiconductors,420,f,0,38575,177,EXTN
1583,xilinx,2018-07-17,94582,3697,Semiconductors,379,f,379,21088,782,
1584,xplore technologies,2018-07-17,3420,235,Computer Hardware,3,f,3,438,78,
1585,"xpo logistics, inc.",2018-03-09,49745,8671,Logistics and Supply Chain,1228,f,0,33837,11886,XPO
1586,xulon press,2018-07-17,881,141,Publishing,18,f,0,12486,835,
1587,yahoo,2018-07-17,632776,13232,Internet,53919,f,0,15092469,4836366,
1588,yamana gold inc.,2018-07-17,99663,3461,Mining &amp; Metals,0,f,0,5715,733,AUY
1589,yelp,2018-07-17,122126,9749,Internet,0,f,0,203327,14323,
1590,youtube,2018-02-17,330234,41598,Internet,1,f,0,83878678,715580,
1591,zebra technologies,2018-07-17,98853,6752,Information Technology and Services,1252,f,0,32750,1388,RIBT
1592,zendesk,2018-07-17,71900,2475,Computer Software,84,f,0,108955,6823,
1593,zillow,2018-07-17,55556,1422,Internet,0,f,0,2088228,125779,
1594,zimmer biomet,2018-07-17,131535,15627,Medical Devices,1946,f,0,29060,1677,
1595,zions bancorporation,2018-02-17,7859,2842,Banking,508,f,508,1469,309,ZBK
1596,zions bank,2018-07-17,10819,2558,Banking,13,f,0,288269,15603,
1597,zipcar,2018-03-09,18697,636,Consumer Services,41,f,0,311252,4626,
1598,zoes kitchen,2018-07-17,19978,1062,Restaurants,329,f,265645,243681,20881,
1599,zscaler,2018-07-17,23093,1144,Computer & Network Security,150,f,0,2720,1556,
1600,zumiez,2018-07-17,14558,2868,Retail,575,f,0,1665164,9820,
1601,"zurn industries, llc",2018-07-17,4915,426,Building Materials,212,f,212,848,101,RFIL
1602,zynerba pharmaceuticals,2018-07-17,940,25,Pharmaceuticals,0,f,0,61,4,ZYNE
1603,zynga,2018-07-17,106070,2289,Computer Games,0,f,0,3508119,4575,
