,company_name,as_of_date,followers_count,employees_on_platform,industry,checkins,has_added_app,were_here_count,likes,talking_about_count,stock_symbol
332,control4,2018-07-17,16118,607,Consumer Electronics,0,f,0,54273,4046,
333,convergys,2018-07-17,169374,48173,Outsourcing/Offshoring,0,f,94,2109920,2068,
334,coopervision,2018-07-17,26243,3656,Medical Devices,0,f,0,16181,597,
335,copa airlines,2018-07-17,105442,4342,Airlines/Aviation,0,f,0,1332505,62516,
336,copart,2018-07-17,26840,2385,Automotive,767,f,0,684930,73514,
337,corecivic,2018-07-17,12490,3745,Law Enforcement,239,f,239,43903,2993,
338,corelogic,2018-07-17,32684,4442,Information Services,839,f,0,6196,1103,
339,coresite,2018-07-17,8381,430,Information Technology and Services,48,f,48,2649,717,
340,corning incorporated,2018-07-17,60756,14287,"Glass, Ceramics &amp; Concrete",1,f,0,21437,5346,GLW
341,coty inc.,2017-01-26,122148,8913,Cosmetics,293,f,293,16872,4039,COTY
342,counterpath,2018-07-17,1793,129,Telecommunications,35,f,35,3687,5357,
343,coupa software,2018-07-17,20602,945,Computer Software,309,f,0,1772,278,
344,covance,2018-07-17,123645,12289,Pharmaceuticals,0,f,0,4054,180,
345,covanta,2018-07-17,14233,1859,Renewables &amp; Environment,253,f,0,20860,38,
346,covisint,2018-07-17,4685,351,Information Technology and Services,0,f,0,598,29,
347,cpfl energia,2018-07-17,86886,4608,Utilities,0,f,0,184237,48189,CPL
348,cps technologies corporation,2018-04-24,129,42,Electrical/Electronic Manufacturing,405,f,375,34669,5915,BKTI
349,cracker barrel,2018-07-17,32870,13559,Restaurants,141099,f,14619109,3047309,187280,
350,cray inc.,2018-07-17,14567,1383,Computer Hardware,64,f,64,5438,334,CRAY
351,credit acceptance,2018-07-17,11768,1491,Financial Services,1298,f,0,4803,395,
352,cree,2018-07-17,36305,2931,Semiconductors,2185,f,2027,276863,3815,
353,criteo,2018-07-17,95067,2942,Internet,2068,f,0,17229,1370,
354,crocs,2018-07-17,22496,2483,Consumer Goods,19,f,5060,5041326,69787,
355,cross country healthcare,2018-07-17,7374,6556,Staffing and Recruiting,62,f,62,516,219,CCRN
356,"cryolife, inc.",2018-07-17,6321,534,Biotechnology,393,f,0,1187,425,CRY
357,csc,2018-07-17,537452,72021,Information Technology and Services,1651,f,1651,33642,1730,
358,ctg europe,2018-07-17,3159,206,Computer Software,98,f,98,1502,463,
359,ctrip.com,2018-07-17,27535,6983,Information Technology and Services,0,f,0,107396,407,
360,cubesmart,2018-07-17,4238,1011,Real Estate,0,f,22121,32125,4181,CUBE
361,cubic corporation,2018-07-17,26906,4302,Information Technology and Services,413,f,0,3530,242,CUB
362,cui inc,2018-07-17,1387,418,Electrical/Electronic Manufacturing,0,f,0,472,29,GIB
363,cunard,2018-02-17,17696,899,"Leisure, Travel & Tourism",229,f,58,205539,25908,
364,customers bank,2018-07-17,2763,485,Banking,75,f,0,560,157,
365,cyberark,2018-07-17,33671,1110,Computer Software,35,f,235,3438,1351,
366,cymer,2018-07-17,13302,1379,Semiconductors,1481,f,0,1362,251,
367,cyren,2018-07-17,3193,235,Information Technology and Services,13,f,13,551,37,
368,cyrusone,2018-07-17,6743,452,Information Technology and Services,507,f,507,6090,473,CONE
369,cytokinetics,2018-07-17,4532,197,Biotechnology,66,f,66,222,837,
370,daegis,2018-02-17,2273,58,Information Technology and Services,8,f,8,78,2,
371,danaher corporation,2018-07-17,76533,48503,Mechanical or Industrial Engineering,1357,f,1357,14982,1917,DHR^A
372,darden,2018-07-17,60689,37555,Restaurants,0,f,0,184361,10958,
373,darling homes,2018-07-17,3597,252,Real Estate,393,f,0,18001,3510,
374,darwin bbdo,2018-07-17,756,28,Marketing and Advertising,243,f,243,2580,119,
375,datamation.com,2018-07-17,239,3,Writing and Editing,0,f,0,1855,86,
376,datawatch corporation,2018-07-17,7954,210,Computer Software,10,f,8,738,16,APA
377,davidstea,2018-07-17,25244,1162,Retail,0,f,9529,333073,94845,DTEA
378,davita kidney care,2018-07-17,85413,20658,Hospital &amp; Health Care,52,f,0,87820,18965,
379,dct industrial,2017-08-01,2096,168,Real Estate,36,f,0,203,21,
380,ddr corp.,2018-07-17,10226,1490,Real Estate,2,f,0,14364,90,AIR
381,dealerrater,2018-07-17,3525,55,Automotive,20,f,20,7489,156,
382,dec bbdo,2018-07-17,1129,49,Marketing and Advertising,89,f,89,880,78,
383,"del monte fresh produce n.a., inc",2018-07-17,25544,1813,Food &amp; Beverages,0,f,0,445520,32497,
384,delphi,2018-07-17,242786,30289,Automotive,15857,f,0,118634,32759,
385,delve networks,2018-03-23,43,2,Internet,546,f,0,10059,125,
386,demandware,2016-07-11,16266,966,Internet,91,f,91,3207,672,
387,denny's,2018-07-17,20624,11731,Restaurants,67375,f,12990523,1348290,171479,
388,descartes systems group,2018-07-17,6787,817,Computer Software,0,f,0,413,68,DSGX
389,detroit free press,2018-02-17,3137,265,Internet,3150,f,0,474236,568952,
390,deutsche bank,2018-07-17,712319,67488,Investment Banking,1272,f,0,141527,55931,DXB
391,devmountain,2018-07-17,3440,165,Higher Education,467,f,467,8773,429,
392,dexcom,2018-07-17,21622,1993,Medical Devices,3716,f,0,95321,17320,
393,diamond pro,2018-07-17,97,16,Sports,0,f,0,956,92,
394,dice,2018-07-17,10289,503,Internet,0,f,0,199386,11850,
395,dick's sporting goods,2018-07-17,89786,16810,Retail,0,f,587671,5574700,4212141,DKS
396,digital ally inc.,2018-07-17,924,124,Electrical/Electronic Manufacturing,56,f,56,2124,346,DGLY
397,digital realty,2018-07-17,15503,1449,Information Technology and Services,36,f,36,3220,947,
398,dime community bank,2018-07-17,6525,253,Banking,0,f,0,19973,1938,
399,diplomat,2018-07-17,6977,952,Pharmaceuticals,1812,f,1812,4628,3432,
400,directv,2018-07-17,125237,14323,Telecommunications,0,f,0,4405590,98348,
401,discoveryinc,2018-03-12,327945,7855,Entertainment,10557,f,0,137777,7734,DISCK
402,dlv bbdo,2018-07-17,3413,220,Marketing and Advertising,123,f,123,3166,1458,
403,dnb first,2018-07-17,922,198,Banking,90,f,90,1847,112,
404,doble engineering company,2018-07-17,12145,403,Electrical/Electronic Manufacturing,65,f,65,17237,74,
405,docusign,2018-07-17,48345,2816,Computer Software,0,f,0,203083,29735,
406,dolby laboratories,2018-07-17,49390,2019,Consumer Electronics,0,f,0,402,81,DLB
407,dollar general,2018-07-17,87797,27608,Retail,7681,f,0,3375535,57053,
408,dominion,2017-06-09,49205,33056,Utilities,0,f,605642,19800022,281190,
409,dorman products,2018-07-17,8165,950,Automotive,515,f,0,10888,428,DORM
410,dr. reddy's laboratories,2018-07-17,183385,14111,Pharmaceuticals,0,f,0,179286,32668,RDY
411,dropbox,2018-07-17,198425,2787,Internet,0,f,0,1375909,24427,
412,dsp group,2018-07-17,6204,732,Semiconductors,0,f,0,1321,352,SJW
413,dsw,2018-07-17,41132,6352,Retail,4264,f,272556,2784867,54412,
414,duluth trading company,2018-07-17,7432,588,Apparel &amp; Fashion,62,f,1606,568942,31519,
415,dun &amp; bradstreet,2017-01-31,50446,4094,Information Services,174,f,174,12684,1031,
416,dunkin donuts,2017-11-07,20728,13803,Food & Beverages,3,f,3042230,15508229,45819,
417,dwellstudio,2018-03-09,2491,24,Design,148,f,0,63310,1425,
418,dxc technology,2018-07-17,620930,61946,Information Technology and Services,2401,f,2401,95843,37665,DXC
419,dynatronics,2018-07-17,1989,133,Medical Devices,658,f,658,6147,1808,
420,dynavax technologies,2018-07-17,7240,233,Biotechnology,3,f,3,2615,85,NIU
421,e*trade,2018-07-17,81813,18072,Financial Services,0,f,0,146214,5323,
422,e.l.f. cosmetics,2018-07-17,11823,319,Cosmetics,0,f,188,2260774,47005,
423,eagle home mortgage,2018-07-17,7601,1674,Financial Services,170,f,3394,253912,6722,
424,eaglebank,2018-07-17,2446,451,Banking,0,f,0,174539,14394,
425,earthlink,2017-07-25,31254,1849,Information Technology and Services,269,f,0,38774,1503,
426,eastman chemical company,2018-07-17,59748,9386,Chemicals,0,f,0,6878,4924,EMN
427,eaton vance,2018-07-17,15043,1396,Investment Management,84,f,84,3520,71,
428,ebix,2018-07-17,14626,1665,Computer Software,63,f,63,32981,3168,
429,echelon,2018-07-17,3046,198,Electrical/Electronic Manufacturing,92,f,92,600,53,
430,echologics,2018-07-17,2498,93,Utilities,1418,f,1418,31680,2474,
431,ecolab,2018-07-17,179883,37047,Chemicals,0,f,0,20242,2836,
432,edgeverve,2018-07-17,23874,2236,Information Technology and Services,0,f,0,2458,149,
433,edgewater fullscope,2018-07-17,3198,226,Information Technology and Services,4,f,4,271,54,
434,edgewater ranzal,2018-07-17,2311,236,Information Technology and Services,0,f,0,193,84,
435,efax,2018-03-23,149,0,Information Services,0,f,0,4448,219,
436,ehealth inc,2017-06-22,3804,750,Internet,7,f,7,40843,474,EHTH
437,elbit systems ltd,2018-07-17,29445,5133,Defense & Space,0,f,0,1934,1543,ESLT
438,eldorado gold corporation,2018-07-17,11763,386,Mining &amp; Metals,31,f,0,2097,669,EGO
439,"electro-sensors, inc.",2018-07-17,203,33,Electrical/Electronic Manufacturing,31,f,31,126,7,ELSE
440,elliott wilson insurance,2016-12-01,16,0,Insurance,1,f,1,314,198,
441,elmira savings bank,2018-07-17,405,93,Banking,49,f,46,355,163,ESBK
442,embraer,2018-07-17,272424,15016,Aviation &amp; Aerospace,2515,f,0,339470,494886,
443,emc insurance companies,2018-07-17,8251,1562,Insurance,327,f,0,1742,269,
444,emcare,2018-07-17,21710,3391,Hospital &amp; Health Care,460,f,0,11102,435,
445,empire state building,2017-11-07,1206,124,Real Estate,2960168,f,2960168,983758,158519,
446,enbridge,2018-07-17,74665,10707,Oil &amp; Energy,0,f,0,30979,2993,ENBA
447,encore wire corp,2018-02-17,437,231,Electrical/Electronic Manufacturing,2658,f,2658,822,507,WIRE
448,enerbank usa,2018-07-17,1000,170,Financial Services,25,f,0,1581,217,
449,energy focus inc.,2018-07-17,3646,103,Electrical/Electronic Manufacturing,33,f,0,1351,559,EFOI
450,engineering.com,2018-02-17,2868,79,Online Media,0,f,0,1509060,53637,
451,eni,2018-07-17,530408,23789,Oil & Energy,526,f,0,202062,561,
452,enlink midstream,2018-07-17,18417,1038,Oil &amp; Energy,128,f,128,5550,534,ENLC
453,enphase energy,2018-07-17,13998,502,Renewables &amp; Environment,194,f,194,10795,344,ENPH
454,enstar group,2018-07-17,2191,402,Insurance,539,f,0,8127,588,
455,entegris,2018-07-17,37896,2553,Semiconductors,1038,f,1038,1076,269,
456,entergy,2018-07-17,49293,9833,Utilities,253,f,253,24092,8074,
457,enterprise bank &amp; trust,2017-02-01,2542,539,Banking,313,f,313,2598,333,
458,enterprise products,2018-07-17,40896,4871,Oil &amp; Energy,375,f,0,2191,743,
459,entravision communications,2018-07-17,7245,1107,Broadcast Media,8605,f,8605,5118,579,EVC
460,envivio,2018-02-17,3086,89,Telecommunications,8,f,7,459,54,
461,"enzo life sciences, inc.",2018-07-17,5582,176,Biotechnology,45,f,0,6760,361,KZR
462,ep energy,2018-07-17,37194,1843,Oil &amp; Energy,6754,f,0,45123,28091,SREA
463,epam systems,2018-07-17,163532,28740,Information Technology and Services,61,f,61,5415,662,EPAM
464,equifax,2018-07-17,63772,12324,Financial Services,286,f,0,137046,11496,
465,equinix,2018-07-17,90904,7036,Internet,1654,f,1654,36632,1095,
466,era real estate,2018-07-17,3630,1421,Real Estate,327,f,327,27812,2014,
467,ericsson,2018-07-17,1130770,133181,Telecommunications,2723,f,2723,560515,315436,ERIC
468,esab,2018-07-17,25881,1848,Machinery,7,f,0,469351,23460,
469,essex property trust,2018-07-17,8508,1647,Real Estate,160,f,160,3064,413,ESS
470,esterline technologies corporation,2018-07-17,7749,1824,Aviation & Aerospace,15,f,0,461,314,SXT
471,ets-lindgren,2018-07-17,4227,482,Electrical/Electronic Manufacturing,676,f,676,428,151,
472,etsy,2018-07-17,98336,3208,Internet,0,f,0,3263690,277064,
473,everi holdings inc.,2018-07-17,10025,864,Gambling &amp; Casinos,496,f,14,1896,212,EVRI
474,eversource energy,2018-07-17,17911,5337,Utilities,0,f,0,21887,6252,ES
475,evertec,2018-07-17,8066,1137,Information Technology and Services,5463,f,221,17994,5794,
476,everyday health inc.,2018-07-17,12393,656,Online Media,0,f,0,1428157,56627,
477,evine live,2018-07-17,6899,874,Retail,2800,f,2800,504973,44754,
478,evogene,2018-07-17,3141,173,Biotechnology,0,f,0,380,72,
479,evolent health,2018-07-17,17562,2040,Hospital & Health Care,0,f,0,723,280,EVH
480,exelixis,2018-07-17,8462,641,Biotechnology,67,f,67,4597,461,
481,expeditors,2018-07-17,96832,11772,Logistics and Supply Chain,441,f,441,5772,1083,
482,explorelearning,2018-02-17,1083,117,E-Learning,0,f,0,100250,675,
483,exponent,2018-07-17,9110,1214,Mechanical or Industrial Engineering,0,f,0,987,91,
484,express,2018-07-17,79444,9245,Retail,0,f,152106,4646771,38396,
485,extended stay america,2018-07-17,9715,2915,Hospitality,242847,f,0,83315,24147,STAY
486,extreme networks,2018-07-17,43333,2728,Computer Networking,414,f,414,7736,937,EXTR
487,ezcorp,2018-07-17,9110,875,Financial Services,783,f,783,661789,592,KEY^K
488,f5 networks,2018-07-17,121704,4309,Computer Networking,2382,f,2382,12321,887,FFIV
489,facebook,2018-07-17,2744744,31014,Internet,12,f,146272,210641077,2427351,
490,factset,2018-07-17,67967,8447,Information Technology and Services,7,f,0,27188,6408,
491,farm bureau financial services,2018-07-17,11811,2089,Insurance,562,f,0,11286,1751,
492,farmer mac,2018-07-17,1275,126,Financial Services,7,f,7,391,150,
493,fcb global,2017-11-07,82950,2540,Marketing and Advertising,1307,f,1307,9333,832,
494,fcbank,2018-07-17,220,49,Banking,9,f,9,595,236,
495,federated investors,2018-07-17,6340,1380,Financial Services,66,f,66,658,246,FII
496,federated national insurance company,2018-07-17,1002,182,Insurance,660,f,0,4313,1185,ANAT
497,fedex,2018-07-17,284459,136303,Package/Freight Delivery,0,f,144333,2458297,158881,
498,femsa,2018-07-17,129868,4524,Consumer Goods,3663,f,3663,542071,73817,
499,ferrellgas,2018-07-17,6047,1302,Oil &amp; Energy,0,f,3761,14783,1691,
500,fido mobile,2018-07-17,5592,1054,Telecommunications,0,f,539,500236,26820,
501,fido solutions,2017-03-30,4878,1042,Telecommunications,138,f,138,3169,293,
502,fifth third bank,2018-07-17,78745,18362,Financial Services,0,f,24139,200341,29362,FITBI
503,financial engines,2018-07-17,7622,942,Financial Services,15,f,310,13502,344,
504,first business,2018-07-17,1529,326,Financial Services,51,f,51,459,296,
505,first citizens bank,2018-07-17,30115,6598,Banking,150,f,0,7048,3612,
506,first data corporation,2018-07-17,128791,21035,Financial Services,3965,f,3965,4356,1085,FXNC
507,first financial bank,2018-07-17,5979,1690,Banking,103,f,0,29334,783,FFBC
508,first financial bank texas,2018-07-17,4097,611,Banking,396,f,0,6906,2963,FFBC
509,first harrison bank,2018-02-17,112,91,Banking,129,f,0,4881,2418,
510,first interstate bank,2018-07-17,3584,1319,Banking,272,f,272,1031,149,
511,first majestic silver corp.,2018-07-17,4189,737,Mining &amp; Metals,52,f,0,2150,32,AG
512,first midwest bank,2018-07-17,7143,1670,Banking,0,f,1664,8967,2138,FMBI
513,fis,2018-07-17,167757,31599,Information Technology and Services,0,f,0,576394,8052,
514,fiserv,2018-07-17,177434,21883,Information Technology and Services,425,f,0,14500,5918,
515,fisher snow plows,2018-07-17,963,35,Machinery,0,f,0,59680,2181,
516,fitbit,2018-07-17,108843,2108,"Health, Wellness and Fitness",0,f,0,2522597,76066,
517,five below,2018-07-17,33721,2455,Retail,0,f,18565,772252,21584,FIVE
518,five star bank,2018-07-17,2097,391,Banking,0,f,0,683,455,
519,five star senior living,2018-07-17,8550,2497,Hospital &amp; Health Care,23,f,23,8007,15182,FVE
520,fivestreet,2018-03-23,370,0,Real Estate,0,f,0,914513,2696,
521,flagstar bank,2018-07-17,11729,3747,Banking,106,f,0,32135,2319,
522,floor & decor,2018-07-17,13167,1986,Retail,115,f,36020,63234,6742,
523,florsheim shoes,2018-02-17,320,56,Apparel & Fashion,0,f,0,189509,6631,
524,flowserve corporation,2018-07-17,121328,11024,Mechanical or Industrial Engineering,41,f,41,2957,461,FLS
525,fluor corporation,2018-07-17,452261,36114,Construction,8775,f,0,45083,4259,FLR
526,foot locker,2018-07-17,45670,2498,Retail,26283,f,33518,6079988,81838,FL
527,forcepoint™,2017-04-07,11888,1708,Computer Software,0,f,0,44621,7125,
528,forescout technologies inc.,2018-07-17,14957,985,Computer & Network Security,251,f,251,3151,847,FSCT
529,formfactor inc.,2018-07-17,5965,972,Semiconductors,0,f,0,176,18,FORM
530,forrester,2018-07-17,133005,1569,Research,35,f,35,27718,390,
531,fortive,2018-07-17,8398,13926,Electrical/Electronic Manufacturing,871,f,0,77308,3996,
532,fortress biotech,2018-07-17,622,48,Biotechnology,0,f,0,1548,530,FBIOP
533,franklincovey,2018-02-17,36679,1136,Professional Training & Coaching,821,f,821,19160,1189,
534,fred's inc.,2018-07-17,6141,2685,Retail,416,f,4970,37760,2610,IFMK
535,freshpet,2018-07-17,2214,140,Consumer Goods,0,f,0,172716,485580,
536,friendscout24,2018-02-17,416,35,Internet,19,f,0,34562,5543,
537,fronteo usa,2018-07-17,808,147,Legal Services,0,f,0,47,3,
538,frost bank,2018-07-17,10476,2759,Banking,0,f,157,159229,20350,FRBA
539,fti consulting,2018-07-17,59239,6159,Management Consulting,140,f,0,5155,473,FCN
540,fulgent genetics,2018-07-17,604,69,Biotechnology,15,f,15,90,14,FLGT
541,gafisa,2018-07-17,94434,1765,Real Estate,1023,f,52,297894,55669,
542,gaiam,2018-02-17,11652,435,"Health, Wellness and Fitness",544,f,544,241643,17152,
543,gain capital,2018-07-17,7270,605,Financial Services,180,f,0,3072,775,
544,gamehouse,2018-02-17,3010,167,Computer Games,428,f,428,360022,5985,
545,gamestop,2018-07-17,62771,13993,Retail,0,f,1115916,6922866,97035,
546,garmin international,2018-07-17,74858,5530,Consumer Electronics,223,f,223,4277,267,MAR
547,gartner,2018-07-17,513924,11421,Information Technology and Services,1237,f,1237,72471,5241,
548,ge,2018-07-17,2035998,235691,Electrical/Electronic Manufacturing,1778,f,0,2086338,199983,
549,gencorp,2018-02-17,401,110,Aviation & Aerospace,388,f,388,2569,346,
550,generac power systems,2018-02-17,17119,1453,Electrical/Electronic Manufacturing,0,f,0,27768,588,
551,general dynamics,2018-07-17,133729,14543,Defense &amp; Space,0,f,0,32135,3036,
552,general motors,2018-07-17,1166377,124199,Automotive,43904,f,43904,778236,27988,GM
553,genocea,2018-07-17,4747,89,Biotechnology,87,f,87,326,163,
554,genomic health,2018-07-17,16795,981,Biotechnology,708,f,708,2064,551,GHDX
555,gentherm,2018-07-17,9414,1382,Automotive,190,f,190,2559,682,THRM
556,gerdau,2018-07-17,277890,12886,Mining & Metals,533,f,0,102408,7052,
557,gifts.com,2018-02-17,416,8,Internet,44,f,0,148509,10335,
558,gilead sciences,2018-07-17,192131,10855,Biotechnology,4445,f,0,6047,5700,GILD
559,"glacier park, inc.",2018-02-17,1392,106,Hospitality,438,f,0,44689,26458,GBCI
560,"global aviation services, llc",2018-07-17,1410,161,Airlines/Aviation,6,f,6,335,131,
561,global payments inc.,2018-07-17,28090,3194,Financial Services,150,f,150,2291,651,GPN
562,global self storage,2018-07-17,21,14,Facilities Services,1,f,0,45,5,SELF
563,glu mobile,2018-07-17,28650,899,Computer Games,0,f,0,2461430,135727,GLUU
564,gnc,2018-07-17,35836,8432,Retail,0,f,0,1647166,5793,
565,godaddy,2018-07-17,48262,5955,Internet,434,f,0,1857273,22700,
566,gogo,2018-07-17,26013,1375,Telecommunications,44,f,0,420562,40057,
567,gold fields,2018-07-17,65470,4776,Mining & Metals,63,f,63,17419,7989,
568,goldcorp,2018-07-17,77871,4672,Mining &amp; Metals,117,f,117,13658,2884,BTG
569,google,2018-07-17,7833967,140679,Internet,455244,f,480,26496281,683040,
570,gopro,2018-07-17,119044,2061,Consumer Electronics,0,f,0,10609307,367152,
571,grainger,2018-07-17,109027,17237,Business Supplies and Equipment,5827,f,5999,214524,54262,
572,granite construction,2018-07-17,29933,2588,Construction,0,f,0,3714,772,GVA
573,gray television,2018-07-17,2251,429,Broadcast Media,0,f,0,54750,26410,GTN.A
574,great american insurance group,2018-07-17,24027,3905,Insurance,0,f,0,4879,2332,
575,great western bank,2018-07-17,3774,1189,Financial Services,152,f,0,16576,1343,GWB
576,green bank,2018-07-17,1922,315,Banking,148,f,144,368,53,
577,green plains inc.,2018-07-17,3358,465,Renewables &amp; Environment,60,f,0,2392,212,GPRE
578,"greif, inc.",2018-07-17,18625,2606,Packaging and Containers,33,f,33,1366,312,CREE
579,groupon,2018-07-17,255824,12313,Internet,0,f,0,19522362,378999,
580,grubhub,2018-07-17,24451,2354,Internet,411,f,0,1359365,58562,
581,gsd&m,2018-07-17,20951,658,Marketing and Advertising,7690,f,7690,11751,643,
582,gsk,2018-07-17,1228778,92114,Pharmaceuticals,7395,f,0,283178,27015,
583,guidewire software,2018-07-17,29373,2084,Computer Software,587,f,587,1692,180,GWRE
584,h&r block,2018-07-17,95706,15857,Retail,0,f,773202,517960,37421,
585,hackbright academy,2018-03-09,2956,83,Computer Software,1823,f,1823,11526,731,
586,haemonetics,2018-07-17,19554,2134,Medical Devices,221,f,221,418,123,
587,halcon resources corporation,2018-07-17,11866,258,Oil & Energy,32,f,0,12127,1772,CNX
588,hamilton bank,2018-07-17,262,59,Banking,0,f,0,954,169,
589,harmon face values,2018-02-17,591,115,Retail,0,f,0,31019,83,
590,harmonic,2018-07-17,14550,1329,Telecommunications,618,f,618,10556,12083,HLIT
591,harris teeter,2018-02-17,18597,6859,Supermarkets,0,f,179318,786386,26493,
592,harte hanks,2018-07-17,42523,4557,Marketing and Advertising,76,f,75,3710,149,
593,harvard apparatus,2018-07-17,1100,102,Biotechnology,7,f,7,142,9,
594,hawaiian airlines,2018-07-17,30431,2481,Airlines/Aviation,5034,f,0,568242,53513,
595,hawaiian electric company,2018-07-17,5422,1333,Utilities,119,f,0,112389,4935,
596,haynes international,2018-07-17,3312,484,Mining &amp; Metals,6392,f,0,5625,2937,HAYN
597,hca healthcare,2018-07-17,187354,47566,Hospital & Health Care,4,f,0,1207,11,HCA
598,hcareers,2018-06-14,7853,90,Hospitality,0,f,0,32266,5469,
599,hd supply,2018-07-17,35881,10482,Wholesale,0,f,0,75101,1410,
600,hdfc bank,2018-07-17,237172,78099,Banking,0,f,17750,2711680,168526,
601,health ecareers,2018-07-17,3226,140,Staffing and Recruiting,0,f,0,169150,2967,
602,healthequity,2018-07-17,3474,629,Financial Services,852,f,852,1396,310,HQY
603,heat biologics,2018-07-17,715,25,Biotechnology,1,f,0,119,4,HTBX
604,heelys,2017-11-07,156,26,Apparel & Fashion,0,f,0,743053,128969,
605,hemocue ab,2018-07-17,3052,386,Medical Devices,0,f,0,876,224,
606,henry schein,2018-07-17,55112,8040,Medical Devices,1285,f,0,13887,2815,HSIC
607,herald & review,2018-07-17,669,77,Newspapers,410,f,410,20537,10255,
608,herbalife,2018-07-17,123997,11845,"Health, Wellness and Fitness",6827,f,0,4788913,102631,
609,herc rentals,2018-07-17,18273,3039,Construction,0,f,0,6093,412,
610,heritage insurance,2018-07-17,1407,152,Insurance,0,f,0,48834,5384,
611,herman miller,2018-07-17,69903,3662,Furniture,0,f,2365,353885,5354,MLHR
612,hertz,2018-07-17,103159,17619,"Leisure, Travel &amp; Tourism",0,f,80901,313413,6874,
613,hewlett packard enterprise,2018-07-17,2667556,295017,Information Technology and Services,0,f,0,291048,14734,HPE
614,hibbett sports,2018-07-17,8920,2937,Retail,693,f,38782,639466,10315,HIBB
615,hillcrest bank.,2018-07-17,2137,75,Banking,2,f,0,300,96,
616,hilton,2018-07-17,660380,88409,Hospitality,54668,f,22672859,1851119,117245,
617,hilton grand vacations,2017-11-07,18018,3249,Hospitality,7938,f,0,73339,16584,HGV
618,hilton worldwide,2017-01-17,501313,61205,Hospitality,1362,f,1362,83753,6651,
619,hollister co.,2018-02-17,37063,8006,Retail,10067,f,253592,12254039,107671,
620,homeaway.com,2018-02-08,47227,6042,Internet,0,f,0,3619096,156280,
621,homedirect mortgage℠,2018-07-17,187,63,Banking,0,f,0,4920,1182,
622,homestreet bank,2018-07-17,5594,2099,Financial Services,671,f,671,15670,2855,HMST
623,hometrust bank,2018-07-17,1315,401,Financial Services,0,f,0,2124,278,
624,honeywell process solutions,2018-07-17,168751,11288,Industrial Automation,80,f,80,8851,878,
625,honeywell uop,2018-02-17,35224,3492,Oil & Energy,0,f,0,63727,158640,
626,horizon bank,2018-07-17,1670,403,Banking,206,f,135,12564,972,
627,hormel foods,2018-07-17,19420,3089,Consumer Goods,3503,f,0,152459,14326,
628,hortonworks,2018-07-17,88329,1465,Computer Software,371,f,371,45059,2772,
629,hostgator.com,2017-11-07,5064,377,Internet,1099,f,0,212113,99934,
630,howard bank,2018-07-17,4009,619,Banking,724,f,724,4994,809,
631,hp,2018-02-17,2531187,58159,Information Technology and Services,0,f,0,4287312,180010,
632,hsbc,2018-07-17,1246069,208410,Financial Services,2062,f,2182,2366460,86326,
633,hub group,2018-07-17,15357,1546,Transportation/Trucking/Railroad,313,f,313,3983,668,LHCG
634,hubspot,2018-07-17,225758,3219,Internet,7403,f,0,1801401,47089,
635,hubzu,2018-07-17,1628,70,Real Estate,0,f,0,23183,979,
636,hudson pacific properties,2018-07-17,2676,227,Commercial Real Estate,23,f,23,140,57,HPP
637,humana,2018-07-17,163012,33957,Insurance,4500,f,0,386147,191634,
638,"huntington ingalls industries, inc.",2018-07-17,20222,11548,Defense &amp; Space,1208,f,0,45825,31148,HII
639,huntsman,2017-01-11,61786,6341,Chemicals,324,f,324,3044,1485,
640,huttig building products,2018-07-17,8848,619,Building Materials,153,f,153,19299,2405,HBP
641,iberiabank,2018-07-17,9515,3308,Banking,0,f,0,3190,1998,
642,ibm,2018-07-17,4525919,577952,Information Technology and Services,3260,f,0,1007544,161928,
643,icf international,2016-09-28,60734,4953,Management Consulting,697,f,697,6832,259,ICFI
644,icici bank,2018-07-17,400072,78969,Banking,767,f,0,5530100,893890,
645,icu medical,2018-07-17,12001,2160,Medical Devices,437,f,0,13051,521,ICUI
646,id warehouse,2018-07-17,62,7,Retail,0,f,0,79,2,
647,idaho power,2018-07-17,6102,1185,Utilities,305,f,0,18838,9965,
648,identiv,2018-07-17,3268,193,Computer &amp; Network Security,12,f,12,597,5177,
649,idexx,2018-07-17,52650,5211,Biotechnology,1490,f,0,48990,5625,
650,idexx laboratories,2015-12-03,27938,4338,Biotechnology,1490,f,1420,29023,10797,IDXX
651,ihop,2018-07-17,18031,1480,Restaurants,0,f,9392117,3833530,163095,
652,ihs markit,2018-07-17,84656,12101,Information Services,644,f,0,10600,232,INFO
653,ikonics corporation,2018-07-17,426,138,Printing,10,f,0,367,47,IKNX
654,illinois bank &amp; trust,2017-02-01,187,57,Banking,57,f,0,2357,1114,
655,illumina,2018-07-17,118884,5898,Biotechnology,5171,f,5171,15973,23406,
656,imax,2018-07-17,19544,1275,Motion Pictures and Film,0,f,0,5715841,468994,
657,immaculate baking company,2017-11-07,57,5,Consumer Goods,82,f,0,242313,40145,
658,immersion corporation,2018-07-17,2713,197,Computer Software,397,f,397,16803,1878,IMMR
659,immucell corporation,2018-07-17,141,17,Biotechnology,95,f,95,14422,12437,ICCC
660,imperva,2018-07-17,23819,1005,Computer &amp; Network Security,210,f,210,20349,541,
661,impinj,2018-07-17,5989,330,Information Technology and Services,151,f,151,7483,88,
662,incontact,2017-10-07,12317,1267,Computer Software,540,f,540,3693,4902,
