,index_x,company_name,dataset_id_x,as_of_date,followers_count,employees_on_platform,link,industry,date_added,date_updated_x,level_0,index_y,dataset_id_y,time,checkins,has_added_app,were_here_count,likes,talking_about_count,facebook_id,date_updated_y
877,2951,michael foods,2103935,2018-02-17,8296,869,https://www.linkedin.com/company/35121,Food Production,2018-02-17 19:25:12+00,2018-02-17 19:25:12+00,2845,2845,70108,2018-07-16 04:00:00+00,53,f,53,940,85,107299436027407,2018-07-17 05:33:14.080143+00
878,2952,michael kors,868867,2018-07-17,282851,8725,https://www.linkedin.com/company/20369,Apparel &amp; Fashion,2018-07-17 19:15:58.556806+00,2018-07-17 19:15:58.556832+00,2846,2846,53452,2018-07-16 04:00:00+00,0,f,339354,17859631,273871,200736335550,2018-07-17 05:31:39.255232+00
879,2954,microbot medical,1137277,2018-07-17,576,11,https://www.linkedin.com/company/1502003,Medical Devices,2018-07-17 16:31:30.327563+00,2018-07-17 16:31:30.327608+00,2849,2849,1160816,2018-07-17 04:00:00+00,0,f,0,768,136,1223681877700681,2018-07-18 05:42:06.860028+00
880,2957,micron technology,868593,2018-07-17,113598,15642,https://www.linkedin.com/company/3690,Semiconductors,2018-07-17 16:41:24.731132+00,2018-07-17 16:41:24.731159+00,2850,2850,869039,2018-07-16 04:00:00+00,829,f,0,355055,24898,20320981741,2018-07-17 05:26:36.451067+00
881,2958,microsoft,58362,2018-07-17,5563173,156245,https://www.linkedin.com/company/1035,Computer Software,2018-07-17 16:39:56.502583+00,2018-07-17 16:39:56.50261+00,2852,2852,52952,2018-07-16 04:00:00+00,73893,f,0,13412831,248165,20528438720,2018-07-17 05:26:49.262037+00
882,2960,microstrategy,924603,2018-07-17,72003,3268,https://www.linkedin.com/company/3643,Computer Software,2018-07-17 16:40:18.556453+00,2018-07-17 16:40:18.55648+00,2855,2855,52953,2018-07-16 04:00:00+00,315,f,315,48837,3131,18991493475,2018-07-17 05:26:49.577842+00
883,2961,microvision inc.,68518,2018-07-17,2199,216,https://www.linkedin.com/company/15282,Consumer Electronics,2018-07-17 16:41:25.303926+00,2018-07-17 16:41:25.303951+00,2856,2856,52956,2018-07-16 04:00:00+00,52,f,52,16696,4886,47741568647,2018-07-17 05:26:52.127248+00
884,2962,mid penn bank,894987,2018-07-17,829,218,https://www.linkedin.com/company/1249067,Banking,2018-07-17 16:38:17.053972+00,2018-07-17 16:38:17.053998+00,2862,2862,895230,2018-07-17 04:00:00+00,38,f,38,1301,517,170574449726332,2018-07-18 05:42:18.20343+00
885,2964,midatech pharma plc,902338,2018-07-17,893,88,https://www.linkedin.com/company/5394566,Pharmaceuticals,2018-07-17 16:40:51.358668+00,2018-07-17 16:40:51.358719+00,2857,2857,902427,2017-04-10 04:00:00+00,3,f,3,49,7,1748045378759583,2017-04-10 23:22:55.096639+00
886,2966,middlesex water company,924602,2018-07-17,1728,98,https://www.linkedin.com/company/401354,Utilities,2018-07-17 16:39:44.956558+00,2018-07-17 16:39:44.956585+00,2859,2859,924715,2018-07-17 04:00:00+00,44,f,0,917,992,215495911794129,2018-07-18 05:42:19.070827+00
887,2967,midsouth bank,895015,2018-07-17,2542,470,https://www.linkedin.com/company/69853,Banking,2018-07-17 19:29:09.124802+00,2018-07-17 19:29:09.124828+00,2863,2863,895238,2018-07-16 04:00:00+00,601,f,601,5751,983,125010195489,2018-07-17 05:32:10.277196+00
888,2969,midwestone bank,924596,2018-07-17,2484,562,https://www.linkedin.com/company/1417329,Financial Services,2018-07-17 16:37:55.12254+00,2018-07-17 16:37:55.122591+00,2864,2864,52947,2018-07-16 04:00:00+00,0,f,0,7402,865,106176558333,2018-07-17 05:26:47.150728+00
889,2970,milacron,2316666,2018-07-17,14892,1486,https://www.linkedin.com/company/17204,Machinery,2018-07-17 19:24:03.446483+00,2018-07-17 19:24:03.446509+00,2866,2866,2316614,2018-07-17 04:00:00+00,572,f,0,3866,431,122625614457077,2018-07-17 05:32:01.546743+00
890,2972,millennial media,900027,2018-07-17,11445,272,https://www.linkedin.com/company/14539,Marketing and Advertising,2018-07-17 20:25:38.741641+00,2018-07-17 20:25:38.741692+00,2870,2870,900107,2018-07-16 04:00:00+00,1965,f,1965,8920,31,92307922761,2018-07-17 05:34:34.87146+00
891,2977,mind cti,924594,2018-07-17,3329,231,https://www.linkedin.com/company/13555,Computer Software,2018-07-17 16:37:00.616185+00,2018-07-17 16:37:00.616232+00,2874,2874,924713,2018-07-17 04:00:00+00,0,f,0,685,136,162658803744749,2018-07-18 05:42:15.916229+00
892,2981,minnesota bank &amp; trust,893758,2017-02-01,224,37,https://www.linkedin.com/company/2562226,Banking,2017-02-01 19:28:05.897112+00,2017-02-01 19:28:05.897167+00,2878,2878,894002,2018-07-17 04:00:00+00,35,f,35,215,43,328869777143854,2018-07-18 05:41:33.474678+00
893,2989,mitek systems,924592,2018-07-17,5722,705,https://www.linkedin.com/company/395288,Computer Software,2018-07-17 16:35:53.925421+00,2018-07-17 16:35:53.925448+00,2889,2889,924712,2018-07-16 04:00:00+00,7,f,5,9341,131,99142002226,2018-07-17 05:26:43.192398+00
894,2990,mitel,899564,2018-07-17,47322,4035,https://www.linkedin.com/company/4924,Telecommunications,2018-07-17 16:35:54.403333+00,2018-07-17 16:35:54.403358+00,2170,2170,52870,2018-07-16 04:00:00+00,0,f,125,38938401,762548,22707976849,2018-07-17 05:26:11.785078+00
895,2991,mix telematics,878725,2018-07-17,8167,1001,https://www.linkedin.com/company/383195,Information Technology and Services,2018-07-17 19:25:52.969297+00,2018-07-17 19:25:52.969323+00,2892,2892,56217,2018-07-16 04:00:00+00,0,f,0,21838,2457,107743270016,2018-07-17 05:32:05.792556+00
896,2994,mobil,2146911,2018-02-17,320,938,https://www.linkedin.com/company/6101282,Executive Office,2018-02-17 19:25:12+00,2018-02-17 19:25:12+00,2898,2898,64355,2018-07-16 04:00:00+00,0,f,0,571348,121498,10628463469,2018-07-17 05:34:48.180179+00
897,2995,mobile mini inc,879082,2017-03-01,4880,1060,https://www.linkedin.com/company/92651,Packaging and Containers,2017-03-01 02:53:41.579084+00,2017-03-01 02:53:41.579136+00,2900,2900,879300,2018-07-17 04:00:00+00,203,f,2046,4050,634,128961817175870,2018-07-17 05:26:43.086411+00
898,2998,mobileiron,908731,2018-07-17,27516,962,https://www.linkedin.com/company/644123,Computer Software,2018-07-17 16:37:44.080428+00,2018-07-17 16:37:44.080455+00,2899,2899,52945,2018-07-17 04:00:00+00,580,f,580,17406,139,197221420307061,2018-07-18 05:42:17.535228+00
899,3005,moen incorporated,868845,2018-07-17,21140,2294,https://www.linkedin.com/company/9152,Building Materials,2018-07-17 18:48:25.678748+00,2018-07-17 18:48:25.67877+00,3229,3229,53518,2018-07-17 04:00:00+00,422,f,0,1123,679,574217279314221,2018-07-18 05:47:44.731979+00
900,3007,molecular devices,1335359,2018-07-17,12924,604,https://www.linkedin.com/company/8841,Biotechnology,2018-07-17 18:37:08.161819+00,2018-07-17 18:37:08.161842+00,2906,2906,1187799,2018-07-17 04:00:00+00,145,f,0,1310,83,215538248461554,2018-07-18 05:45:23.691845+00
901,3009,molina healthcare,871122,2018-07-17,37729,8891,https://www.linkedin.com/company/15283,Hospital &amp; Health Care,2018-07-17 19:27:31.304576+00,2018-07-17 19:27:31.304624+00,2909,2909,871027,2018-07-17 04:00:00+00,1670,f,0,27943,2678,175798159124150,2018-07-18 05:47:10.107167+00
902,3013,mondelēz international,868116,2018-07-17,803784,47803,https://www.linkedin.com/company/1511,Food Production,2018-07-17 16:33:08.412025+00,2018-07-17 16:33:08.412052+00,2912,2912,63289,2018-07-16 04:00:00+00,0,f,0,205880,184084,106000626118914,2018-07-17 05:26:39.766508+00
903,3014,mongodb,864285,2018-07-17,54470,1160,https://www.linkedin.com/company/783611,Computer Software,2018-07-17 16:32:47.112768+00,2018-07-17 16:32:47.112793+00,2914,2914,864306,2018-07-16 04:00:00+00,0,f,0,164059,24233,397955415556,2018-07-17 05:26:36.857774+00
904,3020,monro muffler brake,865490,2017-10-19,3491,1051,https://www.linkedin.com/company/145391,Automotive,2017-10-19 04:20:07.373629+00,2017-10-19 04:20:07.373678+00,2920,2920,63291,2018-07-16 04:00:00+00,1,f,25778,4293,798,152347518229,2018-07-17 05:26:45.650546+00
905,3022,monroe bank & trust,924308,2018-07-17,869,226,https://www.linkedin.com/company/104121,Banking,2018-07-17 16:31:41.721754+00,2018-07-17 16:31:41.721798+00,2918,2918,924445,2018-07-16 04:00:00+00,574,f,574,3011,1193,270685349310,2018-07-17 05:26:35.80509+00
906,3024,monster energy,868117,2018-07-17,58114,3377,https://www.linkedin.com/company/983286,Food &amp; Beverages,2018-07-17 16:37:22.522713+00,2018-07-17 16:37:22.522763+00,2921,2921,63292,2018-07-16 04:00:00+00,200798,f,0,26465904,659519,11768835826,2018-07-17 05:26:46.525148+00
907,3029,morningstar,86620,2018-07-17,77776,5363,https://www.linkedin.com/company/5161,Financial Services,2018-07-17 16:37:55.607848+00,2018-07-17 16:37:55.607874+00,2930,2930,86656,2018-07-17 04:00:00+00,887,f,887,8168,831,428809707142935,2018-07-18 05:42:17.915156+00
908,3034,motorcar parts of america,1344620,2018-07-17,1839,220,https://www.linkedin.com/company/452359,Automotive,2018-07-17 16:38:06.566946+00,2018-07-17 16:38:06.566978+00,2938,2938,69107,2018-07-16 04:00:00+00,0,f,0,916,175,118115532787,2018-07-17 05:26:47.479416+00
909,3035,motorola solutions,868879,2018-07-17,162118,14570,https://www.linkedin.com/company/1771432,Telecommunications,2018-07-17 19:28:58.721157+00,2018-07-17 19:28:58.721183+00,2939,2939,63345,2018-07-17 04:00:00+00,5196,f,5196,61589,4764,195028843888501,2018-07-18 05:47:11.803501+00
910,3037,mountain hardwear,2102959,2018-02-17,10539,172,https://www.linkedin.com/company/37735,Sports,2018-02-17 19:25:12+00,2018-02-17 19:25:12+00,2941,2941,93661,2018-07-16 04:00:00+00,13,f,0,275619,11483,22409433872,2018-07-17 05:24:56.531887+00
911,3041,mrc global,900701,2018-07-17,21390,3002,https://www.linkedin.com/company/513226,Oil &amp; Energy,2018-07-17 19:28:25.780888+00,2018-07-17 19:28:25.780935+00,3710,3710,63331,2018-07-16 04:00:00+00,238,f,363794,1010224,41488,48423211136,2018-07-17 05:32:01.288742+00
912,3043,msc industrial supply co.,869874,2018-07-17,21523,4088,https://www.linkedin.com/company/24034,Wholesale,2018-07-17 19:29:09.544201+00,2018-07-17 19:29:09.544226+00,2954,2954,1334364,2018-07-17 04:00:00+00,1,f,0,808,160,300807420117638,2018-07-18 05:47:11.977168+00
913,3048,mts systems corporation,879083,2018-07-17,10456,1991,https://www.linkedin.com/company/214560,Mechanical or Industrial Engineering,2018-07-17 16:41:02.761965+00,2018-07-17 16:41:02.762015+00,2958,2958,52955,2018-07-17 04:00:00+00,324,f,324,990,180,500118966678483,2018-07-18 05:42:22.300936+00
914,3055,murphy usa,871310,2018-07-17,9602,1906,https://www.linkedin.com/company/1497977,Retail,2018-07-17 19:30:48.259677+00,2018-07-17 19:30:48.259726+00,2963,2963,53490,2018-07-16 04:00:00+00,0,f,161732,133018,3884,53034719964,2018-07-17 05:32:13.534576+00
915,3056,muscatine journal,2204047,2018-03-12,55,11,https://www.linkedin.com/company/1300375,Newspapers,2018-03-12 19:42:04+00,2018-03-12 19:42:04+00,2964,2964,899743,2018-07-16 04:00:00+00,155,f,155,10257,4478,55294244167,2018-07-17 05:31:49.31919+00
916,3057,mutualbank,924591,2018-07-17,940,299,https://www.linkedin.com/company/240253,Banking,2018-07-17 16:34:35.838654+00,2018-07-17 16:34:35.83868+00,2965,2965,52938,2018-07-17 04:00:00+00,363,f,0,2923,925,127262640622842,2018-07-17 05:26:41.923823+00
917,3060,mycase,897226,2018-07-17,1141,47,https://www.linkedin.com/company/1915608,Legal Services,2018-07-17 13:30:32.752105+00,2018-07-17 13:30:32.752129+00,2973,2973,897295,2018-07-16 04:00:00+00,0,f,0,10958,474,359966662633,2018-07-17 05:24:09.165794+00
918,3063,myers industries,900707,2018-07-17,2642,373,https://www.linkedin.com/company/52427,Plastics,2018-07-17 19:31:33.145873+00,2018-07-17 19:31:33.145898+00,2975,2975,900769,2018-07-17 04:00:00+00,30,f,0,433,36,263426433678909,2018-07-18 05:47:15.607915+00
919,3066,myos rens technology inc.,1335136,2018-07-17,254,14,https://www.linkedin.com/company/5089096,Biotechnology,2018-07-17 16:41:58.125404+00,2018-07-17 16:41:58.125449+00,2986,2986,1189927,2018-07-17 04:00:00+00,5,f,5,3167,21,1426042137634970,2018-07-18 05:42:23.32329+00
920,3067,mypublisher,2020786,2018-02-17,192,22,https://www.linkedin.com/company/52426,Publishing,2018-02-17 19:25:12+00,2018-02-17 19:25:12+00,2987,2987,59740,2017-06-02 04:00:00+00,613,f,0,359395,822,93483649583,2017-06-02 13:40:19.657075+00
921,3069,myriad genetics,924605,2018-07-17,15119,1612,https://www.linkedin.com/company/11901,Medical Devices,2018-07-17 16:41:46.719821+00,2018-07-17 16:41:46.71987+00,2988,2988,52957,2018-07-17 04:00:00+00,645,f,286,10441,6058,251767064943707,2018-07-18 05:42:23.226007+00
922,3070,nabors industries,871617,2018-07-17,63332,5551,https://www.linkedin.com/company/17208,Oil &amp; Energy,2018-07-17 19:32:06.379219+00,2018-07-17 19:32:06.379244+00,49,49,53191,2018-07-17 04:00:00+00,0,f,0,4573,324,372746739468695,2018-07-18 05:44:08.951733+00
923,3076,"nanostring technologies, inc.",924614,2018-07-17,11836,502,https://www.linkedin.com/company/75835,Biotechnology,2018-07-17 16:46:56.175241+00,2018-07-17 16:46:56.175267+00,3007,3007,52974,2018-07-17 04:00:00+00,45,f,0,40827,109,393737124009577,2018-07-18 05:42:28.842443+00
924,3079,nasdaq,58730,2018-07-17,89787,4149,https://www.linkedin.com/company/5128,Financial Services,2018-07-17 16:43:58.445423+00,2018-07-17 16:43:58.44545+00,3013,3013,52967,2018-07-16 04:00:00+00,29221,f,29221,769457,91766,13881287428,2018-07-17 05:26:54.981747+00
925,3081,"nathan's famous, inc.",92849,2018-07-17,857,213,https://www.linkedin.com/company/1407001,Restaurants,2018-07-17 16:42:30.967258+00,2018-07-17 16:42:30.967305+00,3016,3016,52960,2018-07-17 04:00:00+00,0,f,0,232912,38563,109841792385927,2018-07-17 05:26:53.243247+00
926,3082,national american university,924609,2018-07-17,15141,1419,https://www.linkedin.com/company/20364,Education Management,2018-07-17 16:42:52.847021+00,2018-07-17 16:42:52.847047+00,3017,3017,52962,2018-07-17 04:00:00+00,5030,f,5030,8157,857,117055085000283,2018-07-17 05:26:53.875641+00
927,3085,national cinemedia (ncm),925334,2018-07-17,4466,690,https://www.linkedin.com/company/165103,Marketing and Advertising,2018-07-17 16:43:47.933993+00,2018-07-17 16:43:47.934019+00,3019,3019,52966,2018-07-17 04:00:00+00,315,f,0,1314,180,180041222096878,2018-07-18 05:42:25.72062+00
928,3088,national grid,868172,2018-07-17,89054,10387,https://www.linkedin.com/company/5913,Utilities,2018-07-17 19:33:34.659969+00,2018-07-17 19:33:34.66002+00,3020,3020,868440,2018-07-16 04:00:00+00,10,f,0,162898,19239,255170664248,2018-07-17 05:32:35.871706+00
929,3090,national instruments,870638,2018-07-17,106902,7502,https://www.linkedin.com/company/3433,Electrical/Electronic Manufacturing,2018-07-17 16:42:41.46641+00,2018-07-17 16:42:41.466437+00,3021,3021,52961,2018-07-16 04:00:00+00,5476,f,3982,242287,8225,19822934020,2018-07-17 05:26:53.413225+00
930,3091,national lloyds insurance company,894882,2018-07-17,3618,128,https://www.linkedin.com/company/2452865,Insurance,2018-07-17 19:05:37.598193+00,2018-07-17 19:05:37.598215+00,3022,3022,894550,2018-07-17 04:00:00+00,79,f,79,553,95,1639160436338697,2018-07-18 05:46:29.952674+00
931,3094,national oilwell varco,900075,2018-07-17,254149,21284,https://www.linkedin.com/company/165109,Oil &amp; Energy,2018-07-17 19:35:12.977276+00,2018-07-17 19:35:12.977303+00,3023,3023,53501,2018-07-17 04:00:00+00,1006,f,313,22491,2619,191202614385525,2018-07-18 05:47:37.883662+00
932,3100,nationstar mortgage,892331,2018-07-17,30758,4318,https://www.linkedin.com/company/8112,Financial Services,2018-07-17 19:36:07.719204+00,2018-07-17 19:36:07.719252+00,3026,3026,1339026,2017-08-20 04:00:00+00,3842,f,0,24759,4203,191046037612539,2017-08-20 18:10:51.462018+00
933,3101,"natural alternatives international, inc.",924606,2018-07-17,1017,131,https://www.linkedin.com/company/93786,Pharmaceuticals,2018-07-17 16:42:19.550556+00,2018-07-17 16:42:19.550582+00,3028,3028,924716,2018-07-17 04:00:00+00,13,f,13,122,4,126247614203769,2018-07-17 05:26:52.798917+00
934,3103,natuzzi,900716,2018-07-17,20692,1179,https://www.linkedin.com/company/17635,Furniture,2018-07-17 19:36:29.669839+00,2018-07-17 19:36:29.66989+00,3031,3031,900772,2018-07-16 04:00:00+00,0,f,520,759914,117279,233552583664,2018-07-17 05:32:41.658358+00
935,3104,nautilus inc.,1342341,2018-07-17,5624,827,https://www.linkedin.com/company/6216,"Health, Wellness and Fitness",2018-07-17 19:34:07.486842+00,2018-07-17 19:34:07.486891+00,3035,3035,53497,2018-07-16 04:00:00+00,69,f,69,1995,184,261916434476,2018-07-17 05:32:36.805115+00
936,3106,navigant,864231,2018-07-17,49166,3837,https://www.linkedin.com/company/4904,Management Consulting,2018-07-17 19:32:16.759131+00,2018-07-17 19:32:16.759162+00,3036,3036,1286647,2018-07-17 04:00:00+00,0,f,0,851,260,1771062213132426,2018-07-18 05:47:16.171474+00
937,3109,navistar inc,864692,2018-07-17,52387,7658,https://www.linkedin.com/company/5112,Transportation/Trucking/Railroad,2018-07-17 19:31:43.962957+00,2018-07-17 19:31:43.963006+00,3037,3037,53494,2018-07-16 04:00:00+00,0,f,0,6585,51,108570832536758,2018-07-17 05:32:15.393314+00
938,3111,ncr corporation,870163,2018-07-17,221428,31429,https://www.linkedin.com/company/1467,Information Technology and Services,2018-07-17 19:32:17.550389+00,2018-07-17 19:32:17.550434+00,840,840,52697,2018-07-16 04:00:00+00,1018,f,1018,115868,15727,14101740225,2018-07-17 05:24:46.24364+00
939,3114,nelnet,1340752,2018-07-17,7733,1687,https://www.linkedin.com/company/165137,Information Technology and Services,2018-07-17 19:34:39.565275+00,2018-07-17 19:34:39.565301+00,3044,3044,53499,2018-07-17 04:00:00+00,1362,f,0,192708,2068,189509491107688,2018-07-18 05:47:33.641877+00
940,3115,neogen corporation,1334844,2018-07-17,7215,811,https://www.linkedin.com/company/394497,Biotechnology,2018-07-17 16:44:20.956267+00,2018-07-17 16:44:20.956315+00,1763,1763,869366,2018-07-17 04:00:00+00,9230,f,9230,3026,1472,111319898931750,2018-07-17 05:25:49.583232+00
941,3121,neptune wellness solutions,925336,2018-07-17,1128,73,https://www.linkedin.com/company/1003847,"Health, Wellness and Fitness",2018-07-17 16:44:42.992395+00,2018-07-17 16:44:42.99242+00,3051,3051,52969,2018-07-17 04:00:00+00,0,f,0,6210,106,136408293040344,2018-07-17 05:26:56.344609+00
942,3122,net element,908862,2018-07-17,1158,56,https://www.linkedin.com/company/1579110,Information Technology and Services,2018-07-17 16:44:54.206368+00,2018-07-17 16:44:54.206413+00,3054,3054,52970,2018-07-17 04:00:00+00,73,f,73,2728,705,202508913112301,2018-07-18 05:42:27.606899+00
943,3124,netapp,58841,2018-07-17,384653,13622,https://www.linkedin.com/company/2105,Information Technology and Services,2018-07-17 16:47:07.322024+00,2018-07-17 16:47:07.322052+00,3052,3052,52975,2018-07-16 04:00:00+00,617,f,0,36327,2113,14209292613,2018-07-17 05:26:58.109598+00
944,3126,netflix,58602,2018-07-17,879654,4982,https://www.linkedin.com/company/165158,Entertainment,2018-07-17 16:45:05.373367+00,2018-07-17 16:45:05.373393+00,3055,3055,56198,2018-07-17 04:00:00+00,0,f,0,48638501,1722033,475822799216240,2018-07-18 05:42:27.840348+00
945,3127,netgear,865492,2018-07-17,20272,1450,https://www.linkedin.com/company/7423,Computer Networking,2018-07-17 16:47:29.30865+00,2018-07-17 16:47:29.308676+00,3056,3056,52976,2018-07-16 04:00:00+00,0,f,0,558990,10133,107836383704,2018-07-17 05:26:58.929235+00
946,3130,netscout,871570,2018-07-17,25991,3133,https://www.linkedin.com/company/7629,Computer Networking,2018-07-17 16:47:07.931342+00,2018-07-17 16:47:07.931395+00,3057,3057,69108,2018-07-17 04:00:00+00,157,f,157,8389,1758,149271008438477,2018-07-18 05:42:29.23545+00
947,3136,nevada state bank,869198,2018-07-17,1992,553,https://www.linkedin.com/company/41133,Banking,2018-07-17 17:55:23.957708+00,2018-07-17 17:55:23.957733+00,3065,3065,869371,2018-07-16 04:00:00+00,191,f,1919,20883,426,328750343537,2018-07-17 05:28:31.507812+00
948,3141,new mexico bank &amp; trust,893760,2017-02-01,560,108,https://www.linkedin.com/company/84605,Banking,2017-02-01 19:28:05.940755+00,2017-02-01 19:28:05.940809+00,3072,3072,894004,2018-07-17 04:00:00+00,150,f,0,571,172,330655766944740,2018-07-18 05:41:33.5616+00
949,3147,new york &amp; company,869878,2017-01-21,26531,2420,https://www.linkedin.com/company/10482,Retail,2017-01-21 12:42:25.939897+00,2017-01-21 12:42:25.939926+00,3090,3090,53514,2018-07-16 04:00:00+00,13,f,37614,1039254,53944,31383100473,2018-07-17 05:32:46.312449+00
950,3148,newall rubbermaid,2069271,2018-02-17,27,9,https://www.linkedin.com/company/8301227,Information Technology and Services,2018-02-17 19:25:12+00,2018-02-17 19:25:12+00,3070,3070,53513,2016-04-15 04:00:00+00,293,f,0,9539,1420,25597152513,2017-02-14 07:00:19.379012+00
951,3149,newell brands,868174,2018-07-17,148683,12163,https://www.linkedin.com/company/157237,Consumer Goods,2018-07-17 19:37:35.030645+00,2018-07-17 19:37:35.030695+00,3069,3069,53513,2018-07-16 04:00:00+00,290,f,0,23314,1753,25597152513,2018-07-17 05:32:45.843811+00
952,3153,newmont mining corporation,58688,2018-07-17,102956,5771,https://www.linkedin.com/company/8917,Mining &amp; Metals,2018-07-17 19:32:50.515094+00,2018-07-17 19:32:50.515125+00,3073,3073,53495,2018-07-17 04:00:00+00,618,f,438,35413,7952,152185858176459,2018-07-18 05:47:16.388002+00
953,3156,news corp,868698,2018-07-17,37648,6060,https://www.linkedin.com/company/5025,Online Media,2018-07-17 16:49:53.309059+00,2018-07-17 16:49:53.309084+00,3083,3083,52982,2018-07-17 04:00:00+00,3512,f,0,3764,117,137273063145715,2018-07-17 05:27:03.334207+00
954,3158,nexperia,2156957,2017-11-07,3688,839,https://www.linkedin.com/company/15183110,Semiconductors,2017-11-07 22:10:38+00,2017-11-07 22:10:38+00,1533,1533,58679,2018-07-16 04:00:00+00,0,f,0,7127861,54253,64067037679,2018-07-17 05:25:29.535469+00
955,3160,nextera energy resources,868171,2018-07-17,40411,3919,https://www.linkedin.com/company/269397,Renewables &amp; Environment,2018-07-17 19:32:39.717679+00,2018-07-17 19:32:39.717701+00,2879,2879,868452,2018-07-17 04:00:00+00,0,f,0,2010,82,146128645432379,2018-07-17 05:34:38.609921+00
956,3166,nice incontact,904587,2018-07-17,13942,1279,https://www.linkedin.com/company/11934,Computer Software,2018-07-17 16:45:17.648575+00,2018-07-17 16:45:17.648598+00,3096,3096,53057,2018-07-16 04:00:00+00,595,f,595,4293,483,90966908361,2018-07-17 05:26:57.18178+00
957,3169,nicolet national bank,901278,2018-07-17,3698,342,https://www.linkedin.com/company/64677,Banking,2018-07-17 16:43:36.474229+00,2018-07-17 16:43:36.474272+00,945,945,1340791,2018-07-16 04:00:00+00,248,f,248,2836,595,13335593906,2018-07-17 05:33:30.61518+00
958,3170,nielsen,58792,2018-07-17,478769,38644,https://www.linkedin.com/company/1714,Information Services,2018-07-17 19:34:17.91725+00,2018-07-17 19:34:17.9173+00,3098,3098,53498,2018-07-16 04:00:00+00,3124,f,1398,278839,4307,71760418978,2018-07-17 05:32:37.106596+00
959,3171,nielsen latinoamérica,58792,2016-01-07,237775,26390,https://www.linkedin.com/company/1714,Information Services,2016-01-07 00:00:00+00,2016-01-07 00:00:00+00,3045,3045,1334856,2018-07-17 04:00:00+00,85,f,0,425,11,146319948863299,2018-07-18 05:42:27.043391+00
960,3173,nike,58429,2018-07-17,1500466,76471,https://www.linkedin.com/company/2029,Sporting Goods,2018-07-17 19:34:07.093673+00,2018-07-17 19:34:07.093698+00,3099,3099,53496,2018-07-16 04:00:00+00,99860,f,161839,31495323,1085958,15087023444,2018-07-17 05:32:36.373159+00
961,3176,nisource,59089,2018-07-17,21570,5222,https://www.linkedin.com/company/10285,Utilities,2018-07-17 19:33:45.871876+00,2018-07-17 19:33:45.871902+00,183,183,92329,2018-07-17 04:00:00+00,0,f,0,3396,218,265135850260624,2018-07-18 05:39:51.417281+00
962,3183,nokia,1337994,2018-07-17,732269,169036,https://www.linkedin.com/company/1070,Telecommunications,2018-07-17 19:35:01.920724+00,2018-07-17 19:35:01.920776+00,3103,3103,63357,2018-07-16 04:00:00+00,1272,f,0,13486642,113639,36922302396,2018-07-17 05:32:37.899036+00
963,3187,noodles &amp; company,869834,2017-02-01,10179,2245,https://www.linkedin.com/company/23712,Restaurants,2017-02-01 21:00:12.708853+00,2017-02-01 21:00:12.708902+00,3104,3104,52968,2018-07-16 04:00:00+00,0,f,672665,941171,90961,29530040245,2018-07-17 05:26:55.157021+00
964,3188,norcraft companies,894878,2018-07-17,1410,207,https://www.linkedin.com/company/503607,Building Materials,2018-07-17 18:48:25.722632+00,2018-07-17 18:48:25.722654+00,3106,3106,894545,2018-07-17 04:00:00+00,4,f,4,81,13,1083639695090441,2018-07-18 05:45:46.932776+00
965,3190,nordson adhesive dispensing systems,2051080,2018-03-09,1301,109,https://www.linkedin.com/company/2782803,Machinery,2018-03-09 18:50:54+00,2018-03-09 18:50:54+00,3108,3108,63301,2018-07-17 04:00:00+00,24,f,0,3085,892,198587570155260,2018-07-18 05:42:26.659107+00
966,3193,nordstrom,59462,2018-07-17,295386,40503,https://www.linkedin.com/company/3379,Retail,2018-07-17 19:12:52.447836+00,2018-07-17 19:12:52.447865+00,3114,3114,57118,2018-07-16 04:00:00+00,1,f,1412495,5013604,706461,12854644836,2018-07-17 05:31:34.080529+00
967,3197,north american construction group,900074,2018-07-17,6442,619,https://www.linkedin.com/company/119654,Mining &amp; Metals,2018-07-17 19:34:50.429046+00,2018-07-17 19:34:50.429071+00,3117,3117,900114,2018-07-17 04:00:00+00,18,f,18,2708,757,464779986881791,2018-07-18 05:47:33.87607+00
968,3198,north american title,892504,2018-07-17,6614,1550,https://www.linkedin.com/company/9989,Real Estate,2018-07-17 19:18:34.701543+00,2018-07-17 19:18:34.701565+00,3120,3120,892496,2018-07-16 04:00:00+00,373,f,0,1571,71,132546627447,2018-07-17 05:31:50.326687+00
969,3203,northrim bank,925339,2018-07-17,483,187,https://www.linkedin.com/company/93841,Banking,2018-07-17 16:46:34.156851+00,2018-07-17 16:46:34.156881+00,3130,3130,52971,2018-07-16 04:00:00+00,201,f,201,711,369,91169683686,2018-07-17 05:26:57.706672+00
970,3204,northrop grumman,58611,2018-07-17,402431,75670,https://www.linkedin.com/company/1412,Defense & Space,2018-07-17 19:35:01.490064+00,2018-07-17 19:35:01.49014+00,3131,3131,53500,2018-07-16 04:00:00+00,6066,f,0,193240,54549,90319605974,2018-07-17 05:32:37.555109+00
971,3206,northwest bank,923544,2018-07-17,3558,1128,https://www.linkedin.com/company/39449,Banking,2018-07-17 16:49:30.444268+00,2018-07-17 16:49:30.444294+00,2982,2982,925322,2018-07-16 04:00:00+00,65,f,65,964,85,29592242713,2018-07-17 05:26:54.076506+00
