,index_x,company_name,dataset_id_x,as_of_date,followers_count,employees_on_platform,link,industry,date_added,date_updated_x,level_0,index_y,dataset_id_y,time,checkins,has_added_app,were_here_count,likes,talking_about_count,facebook_id,date_updated_y
0,1,1800petmeds,890621,2018-07-17,1771,121,https://www.linkedin.com/company/222996,Retail,2018-07-17 16:59:15.556508+00,2018-07-17 16:59:15.556533+00,3383,3383,53006,2018-07-16 04:00:00+00,41,f,30,159898,16831,50179476949,2018-07-17 05:27:15.086511+00
1,4,1st source bank,895297,2018-07-17,3523,921,https://www.linkedin.com/company/22668,Banking,2018-07-17 17:28:27.150267+00,2018-07-17 17:28:27.150321+00,12,12,53097,2018-07-16 04:00:00+00,191,f,0,5316,1048,38312288006,2018-07-17 05:27:55.251137+00
2,6,21 club,2244218,2017-11-07,610,167,https://www.linkedin.com/company/1302788,Restaurants,2017-11-07 22:41:22+00,2017-11-07 22:41:22+00,13,13,901771,2018-07-16 04:00:00+00,9831,f,9831,6994,2279,9981406497,2018-07-17 05:29:05.435302+00
3,13,3m,58407,2018-07-17,852348,58944,https://www.linkedin.com/company/1864,Mechanical or Industrial Engineering,2018-07-17 19:26:37.583769+00,2018-07-17 19:26:37.583819+00,21,21,63344,2018-07-17 04:00:00+00,3416,f,0,4497193,39516,218566214841042,2018-07-18 05:47:09.772799+00
4,31,aar corp.,1340747,2017-11-12,17350,3712,https://www.linkedin.com/company/207350,Airlines/Aviation,2017-11-12 05:39:28.788104+00,2017-11-12 05:39:28.788154+00,35,35,62816,2018-07-17 04:00:00+00,174,f,174,1742,346,460036034052947,2018-07-18 05:44:15.519023+00
5,32,"aaron brothers, inc.",1333074,2018-07-17,1327,466,https://www.linkedin.com/company/6036,Retail,2018-07-17 16:35:32.027164+00,2018-07-17 16:35:32.027214+00,36,36,1333087,2018-07-16 04:00:00+00,0,f,663,19112,1273,47820441420,2018-07-17 05:26:42.99038+00
6,33,"aaron's, inc",869847,2018-07-17,11718,5098,https://www.linkedin.com/company/13768,Retail,2018-07-17 17:56:39.919996+00,2018-07-17 17:56:39.920021+00,37,37,55637,2018-07-16 04:00:00+00,4,f,34977,974247,64655,138735179741,2018-07-17 05:28:34.009208+00
7,36,abb,1339694,2018-07-17,1154903,95566,https://www.linkedin.com/company/277579,Electrical/Electronic Manufacturing,2018-07-17 17:57:01.827094+00,2018-07-17 17:57:01.827145+00,40,40,53189,2018-07-16 04:00:00+00,1075,f,0,577590,57027,16524057261,2018-07-17 05:28:34.644453+00
8,38,abbott,868122,2018-07-17,1122343,69863,https://www.linkedin.com/company/1612,Hospital &amp; Health Care,2018-07-17 17:57:35.129586+00,2018-07-17 17:57:35.129613+00,42,42,53192,2018-07-17 04:00:00+00,0,f,0,201441,100805,325742687481903,2018-07-18 05:44:09.555194+00
9,47,about.com,2020952,2018-02-17,7624,443,https://www.linkedin.com/company/6257,Internet,2018-02-17 19:25:12+00,2018-02-17 19:25:12+00,50,50,57514,2017-05-03 04:00:00+00,224,f,0,235102,56076,10913332166,2017-05-03 14:45:39.815344+00
10,49,"abx air, inc.",896690,2018-07-17,3334,932,https://www.linkedin.com/company/17072,Airlines/Aviation,2018-07-17 13:35:56.066392+00,2018-07-17 13:35:56.066418+00,52,52,896404,2018-07-17 04:00:00+00,0,f,0,163,40,1717264785219512,2018-07-18 05:39:55.003318+00
11,56,accelerate diagnostics,895687,2018-07-17,2877,226,https://www.linkedin.com/company/2921028,Medical Devices,2018-07-17 13:37:24.181904+00,2018-07-17 13:37:24.18193+00,54,54,895746,2018-07-17 04:00:00+00,0,f,0,1154,25906,1417483131892268,2018-07-18 05:39:57.227308+00
12,58,accenture,58394,2018-07-17,3409892,380166,https://www.linkedin.com/company/1033,Information Technology and Services,2018-07-17 17:58:07.262319+00,2018-07-17 17:58:07.262359+00,56,56,53194,2018-07-16 04:00:00+00,0,f,0,569906,24114,23802140373,2018-07-17 05:28:43.010366+00
13,64,accuray,895686,2018-07-17,18617,1007,https://www.linkedin.com/company/10427,Medical Devices,2018-07-17 13:31:15.666613+00,2018-07-17 13:31:15.666659+00,68,68,62534,2018-07-16 04:00:00+00,0,f,110,1152447,152890,85299287409,2018-07-17 05:31:07.856286+00
14,69,aci worldwide,895775,2018-07-17,32487,4823,https://www.linkedin.com/company/5063,Computer Software,2018-07-17 13:20:09.313915+00,2018-07-17 13:20:09.313941+00,63,63,52619,2018-07-17 04:00:00+00,0,f,0,2496,281,165609733466405,2018-07-18 05:39:36.016713+00
15,74,activision,58488,2018-07-17,114991,2455,https://www.linkedin.com/company/4048,Computer Games,2018-07-17 13:36:07.360867+00,2018-07-17 13:36:07.360914+00,66,66,55619,2018-07-17 04:00:00+00,0,f,0,885788,55279,375458449175696,2018-07-18 05:39:55.820015+00
16,76,acuity brands,868725,2018-07-17,22148,2597,https://www.linkedin.com/company/7172,Electrical/Electronic Manufacturing,2018-07-17 18:09:51.070092+00,2018-07-17 18:09:51.070163+00,67,67,53238,2018-07-17 04:00:00+00,0,f,0,4672,1162,119942494686214,2018-07-17 05:29:00.227198+00
17,85,addus homecare,895782,2018-07-17,7338,2157,https://www.linkedin.com/company/240039,Hospital &amp; Health Care,2018-07-17 13:22:20.494308+00,2018-07-17 13:22:20.494335+00,71,71,52623,2018-07-17 04:00:00+00,465,f,0,3085,178,318386611585701,2018-07-18 05:39:38.004205+00
18,89,adobe,58558,2018-07-17,1035333,18911,https://www.linkedin.com/company/1480,Computer Software,2018-07-17 13:21:26.012764+00,2018-07-17 13:21:26.01279+00,75,75,55614,2018-07-16 04:00:00+00,0,f,0,1193455,18731,305115773870,2018-07-17 05:23:56.07801+00
19,92,adt,868715,2018-07-17,51558,17145,https://www.linkedin.com/company/162293,Security and Investigations,2018-07-17 17:58:41.297928+00,2018-07-17 17:58:41.297953+00,77,77,53196,2018-02-20 05:00:00+00,0,f,0,583453,46073,40851522417,2018-02-20 06:53:26.005263+00
20,94,adtalem global education,1339695,2018-07-17,30836,705,https://www.linkedin.com/company/16276149,Education Management,2018-07-17 18:07:06.751358+00,2018-07-17 18:07:06.751408+00,78,78,1339708,2018-07-17 04:00:00+00,95,f,95,466,20,1239952466122244,2018-07-18 05:44:22.528997+00
21,99,advance auto parts,868713,2018-07-17,44236,13215,https://www.linkedin.com/company/9185,Retail,2018-07-17 17:56:40.343887+00,2018-07-17 17:56:40.343936+00,80,80,53188,2018-07-17 04:00:00+00,4166,f,442031,1782296,178859,155079021200810,2018-07-18 05:44:04.761934+00
22,109,aegon,895856,2018-07-17,42594,40907,https://www.linkedin.com/company/3256,Financial Services,2018-07-17 17:58:52.544564+00,2018-07-17 17:58:52.544591+00,91,91,53197,2018-07-17 04:00:00+00,1096,f,0,11064,2281,196016973845253,2018-07-18 05:44:13.351151+00
23,111,aemetis,895850,2018-07-17,291,20,https://www.linkedin.com/company/9489371,Renewables &amp; Environment,2018-07-17 13:28:30.959365+00,2018-07-17 13:28:30.95939+00,93,93,52639,2018-07-17 04:00:00+00,5,f,5,106,34,260966664002090,2018-07-18 05:39:43.661595+00
24,114,aerohive networks,895861,2018-07-17,18669,618,https://www.linkedin.com/company/110651,Wireless,2018-07-17 19:02:19.659877+00,2018-07-17 19:02:19.659907+00,98,98,895909,2018-07-17 04:00:00+00,411,f,411,3712,180,113724428686506,2018-07-17 05:31:05.197125+00
25,115,aerojet rocketdyne,892841,2018-07-17,26959,4011,https://www.linkedin.com/company/8296,Defense &amp; Space,2018-07-17 18:01:36.044405+00,2018-07-17 18:01:36.044456+00,99,99,893061,2018-07-17 04:00:00+00,0,f,0,14575,6988,535226966511093,2018-07-18 05:44:16.810166+00
26,116,aerovironment,1341272,2018-07-17,19348,723,https://www.linkedin.com/company/162322,Electrical/Electronic Manufacturing,2018-07-17 13:36:29.017369+00,2018-07-17 13:36:29.017395+00,101,101,1341325,2018-07-16 04:00:00+00,0,f,0,4830,623,91762492182,2018-07-17 05:24:17.39237+00
27,118,"aethlon medical, inc.",892810,2018-07-17,935,19,https://www.linkedin.com/company/807934,Medical Devices,2018-07-17 13:22:53.693005+00,2018-07-17 13:22:53.69303+00,102,102,893045,2018-07-17 04:00:00+00,2,f,2,4012,116,254785434562001,2018-07-18 05:39:38.391769+00
28,119,aetna,58518,2018-07-17,181795,33560,https://www.linkedin.com/company/2807,Insurance,2018-07-17 17:59:25.56978+00,2018-07-17 17:59:25.569805+00,103,103,60313,2018-07-17 04:00:00+00,0,f,0,95891,38230,1402399249988974,2018-07-18 05:44:13.852616+00
29,122,affymetrix,896449,2018-07-17,16307,886,https://www.linkedin.com/company/5321,Biotechnology,2018-07-17 20:14:39.853037+00,2018-07-17 20:14:39.853081+00,106,106,52624,2017-06-15 04:00:00+00,446,f,0,23423,488,148031658591298,2017-06-15 13:37:00.108602+00
30,127,agenus,90801,2018-07-17,5493,271,https://www.linkedin.com/company/2080230,Biotechnology,2018-07-17 13:23:37.150803+00,2018-07-17 13:23:37.150828+00,109,109,52625,2015-07-24 04:00:00+00,11,f,11,129,10,145648248964472,2017-02-14 01:54:15.960561+00
31,132,agoda,2053339,2018-02-17,67343,2672,https://www.linkedin.com/company/66719,Internet,2018-02-17 19:25:12+00,2018-02-17 19:25:12+00,112,112,984387,2018-07-16 04:00:00+00,0,f,0,3050285,226953,159632516873,2018-07-17 05:24:28.882418+00
32,136,aimco apartment homes,59088,2018-07-17,14998,1779,https://www.linkedin.com/company/6752,Real Estate,2018-07-17 18:01:14.747057+00,2018-07-17 18:01:14.747082+00,3461,3461,53542,2016-11-30 05:00:00+00,253,f,0,1643,168,103971159763899,2017-02-14 07:16:20.355049+00
33,139,air products,58575,2018-07-17,93321,11064,https://www.linkedin.com/company/4156,Chemicals,2018-07-17 18:05:05.601748+00,2018-07-17 18:05:05.601775+00,1185,1185,69428,2018-07-17 04:00:00+00,14,f,14,10950,15878,296613787027393,2018-07-18 05:48:21.415196+00
34,147,akamai technologies,58774,2018-07-17,112633,6826,https://www.linkedin.com/company/3925,Internet,2018-07-17 13:24:53.224456+00,2018-07-17 13:24:53.224483+00,122,122,52628,2018-07-16 04:00:00+00,0,f,0,331822,123105,6918186981,2018-07-17 05:23:59.104327+00
35,155,alarm.com,2133266,2018-07-17,8689,702,https://www.linkedin.com/company/43680,Information Technology and Services,2018-07-17 13:26:09.213726+00,2018-07-17 13:26:09.213752+00,126,126,55616,2018-07-16 04:00:00+00,0,f,0,108332,1522,32502127296,2018-07-17 05:24:00.642599+00
36,156,alaska airlines,58763,2018-07-17,70394,9284,https://www.linkedin.com/company/162359,Airlines/Aviation,2018-07-17 18:02:30.685493+00,2018-07-17 18:02:30.685519+00,127,127,53210,2018-07-16 04:00:00+00,14110,f,1238188,1039334,139198,28488837485,2018-07-17 05:28:49.439175+00
37,164,alcon,892879,2018-07-17,214086,21138,https://www.linkedin.com/company/5275,Medical Devices,2018-07-17 19:37:12.952655+00,2018-07-17 19:37:12.952677+00,131,131,53186,2018-07-16 04:00:00+00,0,f,0,45442,2057,18269172444,2018-07-17 05:28:33.790664+00
38,181,"allegion, plc",59107,2018-07-17,28281,3959,https://www.linkedin.com/company/3532968,Security and Investigations,2018-07-17 18:02:42.756474+00,2018-07-17 18:02:42.756525+00,146,146,53212,2018-07-17 04:00:00+00,207,f,190,7158,53602,606242756067536,2018-07-18 05:44:17.530618+00
39,183,allergan,68323,2018-07-17,319793,23049,https://www.linkedin.com/company/4832,Pharmaceuticals,2018-07-17 18:00:08.867167+00,2018-07-17 18:00:08.867193+00,145,145,52631,2018-07-16 04:00:00+00,292,f,292,237088,16753,53960272605,2018-07-17 05:23:59.999519+00
40,184,allete,871266,2018-07-17,1879,321,https://www.linkedin.com/company/110293,Utilities,2018-07-17 18:02:09.013739+00,2018-07-17 18:02:09.013788+00,147,147,871214,2018-07-16 04:00:00+00,12,f,0,355,50,106234586096493,2018-07-17 05:28:49.241907+00
41,188,alliance data,58749,2018-07-17,25873,15189,https://www.linkedin.com/company/3817,Marketing and Advertising,2018-07-17 17:58:30.805783+00,2018-07-17 17:58:30.805808+00,148,148,53848,2018-07-16 04:00:00+00,209,f,209,5678,30980,311067690259,2018-07-17 05:28:44.456059+00
42,189,alliance healthcare services,1335273,2018-07-17,7296,1257,https://www.linkedin.com/company/17254,Hospital & Health Care,2018-07-17 13:24:31.216525+00,2018-07-17 13:24:31.216571+00,149,149,1207270,2018-07-17 04:00:00+00,661,f,661,211,125,143711382332148,2018-07-17 05:23:58.603862+00
43,192,alliant energy,896367,2018-07-17,14306,2449,https://www.linkedin.com/company/162380,Utilities,2018-07-17 19:20:13.857562+00,2018-07-17 19:20:13.85759+00,150,150,53459,2018-07-17 04:00:00+00,1006,f,0,15924,34001,119644664774976,2018-07-17 05:31:52.723216+00
44,197,allison transmission,59141,2018-07-17,14155,1906,https://www.linkedin.com/company/162383,Automotive,2018-07-17 18:02:54.123605+00,2018-07-17 18:02:54.123652+00,158,158,1331269,2018-07-16 04:00:00+00,0,f,0,129395,36080,90671017285,2018-07-17 05:28:50.265227+00
45,199,"allmand bros., inc.",897963,2018-07-17,650,106,https://www.linkedin.com/company/1993943,Machinery,2018-07-17 18:13:55.403062+00,2018-07-17 18:13:55.403088+00,159,159,898118,2018-07-17 04:00:00+00,123,f,0,779,190,533981953285475,2018-07-18 05:44:33.081238+00
46,201,allmodern.com,2046877,2018-03-23,76,2,https://www.linkedin.com/company/5679819,Furniture,2018-02-17 19:25:12+00,2018-02-17 19:25:12+00,160,160,57969,2018-07-17 04:00:00+00,0,f,0,752887,30409,208556392509047,2018-07-18 05:49:23.11747+00
47,203,allscripts,896195,2018-07-17,77909,9204,https://www.linkedin.com/company/7094,Computer Software,2018-07-17 16:33:08.875757+00,2018-07-17 16:33:08.875808+00,165,165,52935,2018-07-16 04:00:00+00,88,f,73,5736,624,56138480422,2018-07-17 05:26:39.960152+00
48,204,allstate,868124,2018-07-17,169767,60038,https://www.linkedin.com/company/1835,Insurance,2018-07-17 18:02:32.211807+00,2018-07-17 18:02:32.211847+00,166,166,53211,2018-07-16 04:00:00+00,920,f,219860,812954,50099,50138985328,2018-07-17 05:28:49.583807+00
49,210,ally,58697,2018-07-17,53543,8760,https://www.linkedin.com/company/1474,Financial Services,2018-07-17 18:02:43.288382+00,2018-07-17 18:02:43.288408+00,169,169,55639,2018-07-17 04:00:00+00,0,f,0,341716,70175,151901268159778,2018-07-18 05:44:17.615111+00
50,215,alpha advanced materials,901488,2018-07-17,87,26,https://www.linkedin.com/company/8965251,Electrical/Electronic Manufacturing,2018-07-17 19:42:18.675868+00,2018-07-17 19:42:18.675913+00,173,173,901548,2018-07-17 04:00:00+00,1,f,1,18,4,758006324327657,2018-07-18 05:47:51.895987+00
51,216,alpha assembly solutions,901486,2018-07-17,2590,674,https://www.linkedin.com/company/816009,Electrical/Electronic Manufacturing,2018-07-17 19:42:18.636634+00,2018-07-17 19:42:18.636656+00,174,174,901551,2018-07-17 04:00:00+00,28,f,28,193,36,1504985453140205,2018-07-18 05:47:51.949845+00
52,217,alphatec spine,896188,2018-07-17,11344,340,https://www.linkedin.com/company/38405,Medical Devices,2018-07-17 13:34:37.983507+00,2018-07-17 13:34:37.983534+00,175,175,896403,2018-07-17 04:00:00+00,366,f,366,145,5,141355779243779,2018-07-17 05:24:14.099252+00
53,219,alteryx,935662,2018-07-17,44866,748,https://www.linkedin.com/company/903031,Information Technology and Services,2018-07-17 18:10:01.909433+00,2018-07-17 18:10:01.909461+00,181,181,935728,2018-07-17 04:00:00+00,0,f,0,4166,422,118216481581402,2018-07-17 05:29:00.341207+00
54,229,amazon,58443,2018-07-17,5188572,261440,https://www.linkedin.com/company/1586,Internet,2018-07-17 13:28:42.268764+00,2018-07-17 13:28:42.26879+00,190,190,55617,2018-07-16 04:00:00+00,1734,f,0,29039696,567728,9465008123,2018-07-17 05:24:05.212731+00
55,231,ambarella inc,896526,2018-07-17,6341,465,https://www.linkedin.com/company/34433,Semiconductors,2018-07-17 13:26:41.709582+00,2018-07-17 13:26:41.709608+00,191,191,896667,2018-07-17 04:00:00+00,0,f,0,514,170,249764265133046,2018-07-18 05:39:42.139965+00
56,234,ambient corporation,2076547,2018-02-17,542,55,https://www.linkedin.com/company/217910,Utilities,2018-02-17 19:25:12+00,2018-02-17 19:25:12+00,254,254,60316,2017-01-21 05:00:00+00,0,f,0,1960,208,220554620563,2017-02-14 04:09:07.146444+00
57,236,amc networks,86616,2018-07-17,46921,2034,https://www.linkedin.com/company/4293,Entertainment,2018-07-17 13:27:02.899184+00,2018-07-17 13:27:02.89921+00,34,34,1000688,2018-07-16 04:00:00+00,372,f,372,6971,295,133959183559,2018-07-17 05:28:56.256534+00
58,237,amc theatres,871267,2018-07-17,21117,4781,https://www.linkedin.com/company/10486,Entertainment,2018-07-17 18:03:04.90425+00,2018-07-17 18:03:04.904276+00,193,193,53214,2018-07-16 04:00:00+00,0,f,28534778,6335959,597077,207108197412,2018-07-17 05:28:50.539786+00
59,239,amd,59365,2018-07-17,214506,14299,https://www.linkedin.com/company/1497,Semiconductors,2018-07-17 13:27:03.282657+00,2018-07-17 13:27:03.282684+00,194,194,52636,2018-07-16 04:00:00+00,1580,f,0,2708240,272634,23542086472,2018-07-17 05:24:01.932585+00
60,240,amdocs,868679,2018-07-17,240927,28658,https://www.linkedin.com/company/1539,Telecommunications,2018-07-17 15:41:11.453165+00,2018-07-17 15:41:11.453191+00,195,195,52764,2018-07-16 04:00:00+00,0,f,0,22849,4532,73620441975,2018-07-17 05:25:15.747164+00
61,247,ameresco,896696,2018-07-17,11492,933,https://www.linkedin.com/company/39971,Renewables &amp; Environment,2018-07-17 18:03:37.028402+00,2018-07-17 18:03:37.02845+00,200,200,896672,2018-07-17 04:00:00+00,7,f,7,580,10,167003743332629,2018-07-18 05:44:18.19926+00
62,249,american addiction centers,1335347,2018-07-17,5937,728,https://www.linkedin.com/company/2708165,"Health, Wellness and Fitness",2018-07-17 17:56:29.503368+00,2018-07-17 17:56:29.503393+00,201,201,1000081,2018-07-17 04:00:00+00,442,f,442,21550,921,403540119708360,2018-07-18 05:44:04.447115+00
63,250,american airlines,58562,2018-07-17,352532,53055,https://www.linkedin.com/company/2640,Airlines/Aviation,2018-07-17 13:17:47.545963+00,2018-07-17 13:17:47.545989+00,202,202,55613,2018-07-16 04:00:00+00,67350,f,67350,2411853,95124,7003656077,2018-07-17 05:23:52.729038+00
64,255,american electric power,868123,2018-07-17,44150,8705,https://www.linkedin.com/company/162419,Utilities,2018-07-17 17:59:14.312483+00,2018-07-17 17:59:14.312531+00,207,207,53200,2018-07-16 04:00:00+00,1720,f,0,16875,3578,16012522629,2018-07-17 05:28:45.643043+00
65,258,american express,58395,2018-07-17,703836,64955,https://www.linkedin.com/company/1277,Financial Services,2018-07-17 18:09:39.803319+00,2018-07-17 18:09:39.803362+00,208,208,53237,2018-07-16 04:00:00+00,8,f,0,7710273,365329,6185812851,2018-07-17 05:29:00.033082+00
66,259,american healthtech,902169,2018-07-17,1044,147,https://www.linkedin.com/company/762521,Information Technology and Services,2018-07-17 14:02:05.559533+00,2018-07-17 14:02:05.559554+00,209,209,902393,2018-07-17 04:00:00+00,53,f,0,454,206,147108462003597,2018-07-18 05:40:37.689748+00
67,263,american intercontinental university,893250,2018-07-17,71773,1076,https://www.linkedin.com/company/12740,Higher Education,2018-07-17 13:52:38.240809+00,2018-07-17 13:52:38.24085+00,210,210,893974,2018-07-16 04:00:00+00,1773,f,1773,107899,5579,62409685886,2018-07-17 05:24:46.630119+00
68,271,american river bank,896779,2018-07-17,658,90,https://www.linkedin.com/company/97885,Banking,2018-07-17 13:27:46.571763+00,2018-07-17 13:27:46.57179+00,219,219,896890,2018-07-16 04:00:00+00,77,f,0,1334,864,100995001605,2018-07-17 05:24:03.203811+00
69,272,american savings bank,871117,2018-07-17,4773,996,https://www.linkedin.com/company/19400,Banking,2018-07-17 19:01:03.330458+00,2018-07-17 19:01:03.330509+00,220,220,871021,2018-07-17 04:00:00+00,1182,f,0,3609,4075,122907394457554,2018-07-17 05:31:03.799442+00
70,276,american water,868724,2018-07-17,13395,2630,https://www.linkedin.com/company/9226,Utilities,2018-07-17 18:09:18.089897+00,2018-07-17 18:09:18.089926+00,4701,4701,869059,2018-07-16 04:00:00+00,0,f,0,2324,251,130635374433,2018-07-17 05:28:59.583173+00
71,278,amerigas,869948,2018-07-17,8249,2621,https://www.linkedin.com/company/15139,Oil &amp; Energy,2018-07-17 18:05:27.617466+00,2018-07-17 18:05:27.617492+00,222,222,870005,2018-07-17 04:00:00+00,0,f,1077,24016,964,114822501861092,2018-07-17 05:28:54.081744+00
72,283,amerisourcebergen,61739,2018-07-17,46809,13496,https://www.linkedin.com/company/162433,Pharmaceuticals,2018-07-17 17:57:12.671926+00,2018-07-17 17:57:12.671953+00,225,225,55638,2018-07-17 04:00:00+00,0,f,0,3947,504,181340148543125,2018-07-18 05:44:05.550834+00
73,288,"amkor technology, inc.",896777,2018-07-17,19752,5255,https://www.linkedin.com/company/7135,Semiconductors,2018-07-17 13:27:24.895695+00,2018-07-17 13:27:24.895735+00,231,231,896889,2018-07-17 04:00:00+00,618,f,618,7204,4795,129844140439977,2018-07-17 05:24:02.214619+00
74,294,amsc,892816,2018-07-17,3684,393,https://www.linkedin.com/company/20245,Renewables &amp; Environment,2018-07-17 13:28:08.111694+00,2018-07-17 13:28:08.111744+00,192,192,60220,2018-07-16 04:00:00+00,0,f,0,3073521,115351,287560452086,2018-07-17 05:24:01.562982+00
75,297,amv bbdo,2310293,2018-07-17,15394,558,https://www.linkedin.com/company/14446,Marketing and Advertising,2018-07-17 19:40:14.808253+00,2018-07-17 19:40:14.808291+00,234,234,2310220,2018-07-17 04:00:00+00,1541,f,1541,13510,32,130251380402166,2018-07-17 05:32:49.623034+00
76,302,analog devices,865483,2018-07-17,81307,10123,https://www.linkedin.com/company/3450,Semiconductors,2018-07-17 13:21:36.784258+00,2018-07-17 13:21:36.784283+00,237,237,52621,2018-07-17 04:00:00+00,929,f,0,119624,65946,243348722355011,2018-07-18 05:39:37.122631+00
77,305,angie's list,1340287,2018-07-17,12983,1480,https://www.linkedin.com/company/19263,Internet,2018-07-17 13:29:15.489425+00,2018-07-17 13:29:15.489451+00,241,241,52641,2018-07-16 04:00:00+00,3535,f,3535,245897,7561,124530575634,2018-07-17 05:24:06.359228+00
78,311,anixter,896922,2018-07-17,64513,5717,https://www.linkedin.com/company/5079,Wholesale,2018-07-17 18:09:28.973714+00,2018-07-17 18:09:28.973762+00,242,242,53235,2018-07-16 04:00:00+00,365,f,365,6271,1601,266277502584,2018-07-17 05:28:59.763189+00
79,314,ann taylor,2040000,2018-02-17,8686,1667,https://www.linkedin.com/company/3224366,Retail,2018-02-17 19:25:12+00,2018-02-17 19:25:12+00,243,243,55642,2018-07-16 04:00:00+00,0,f,12550,1195767,43909,61939193141,2018-07-17 05:24:12.489228+00
80,318,"ansys, inc.",868677,2018-07-17,58027,3383,https://www.linkedin.com/company/6536,Computer Software,2018-07-17 13:29:37.133509+00,2018-07-17 13:29:37.133552+00,245,245,52642,2018-07-17 04:00:00+00,414,f,0,102456,8558,160242297413411,2018-07-18 05:39:45.879922+00
81,321,anthem,2088590,2018-03-09,42657,11891,https://www.linkedin.com/company/2615,Insurance,2018-03-09 20:32:45+00,2018-03-09 20:32:45+00,315,315,60314,2018-07-17 04:00:00+00,0,f,19,809572,21565,156934391010566,2018-07-18 05:44:19.254319+00
82,322,anthem worldwide,923929,2018-07-17,4127,207,https://www.linkedin.com/company/3168512,Design,2018-07-17 16:31:07.880442+00,2018-07-17 16:31:07.88048+00,248,248,923966,2018-07-16 04:00:00+00,34,f,0,1016,24,8423826292,2018-07-17 05:26:34.449965+00
83,325,aol,59366,2018-07-17,152416,12933,https://www.linkedin.com/company/1258,Internet,2018-07-17 20:25:38.711832+00,2018-07-17 20:25:38.711882+00,251,251,900108,2018-07-16 04:00:00+00,7593,f,0,1906721,1636915,107651419258212,2018-07-17 05:34:34.761965+00
84,327,aon benfield,868130,2018-07-17,23109,2992,https://www.linkedin.com/company/323542,Insurance,2018-07-17 18:04:33.496675+00,2018-07-17 18:04:33.496698+00,252,252,868415,2018-07-17 04:00:00+00,61,f,61,1231,140,131787473580860,2018-07-17 05:28:52.261315+00
85,331,apache energy,2016418,2018-02-17,4375,101,https://www.linkedin.com/company/1915781,Oil & Energy,2018-02-17 19:25:12+00,2018-02-17 19:25:12+00,3783,3783,900985,2018-07-17 04:00:00+00,10,f,10,252,188,1397410763898975,2018-07-18 05:48:35.044818+00
86,334,"apogee enterprises, inc.",1539391,2018-07-17,2034,146,https://www.linkedin.com/company/2107983,Building Materials,2018-07-17 13:30:21.545006+00,2018-07-17 13:30:21.545031+00,260,260,52643,2018-07-17 04:00:00+00,12,f,12,399,157,223381231096441,2018-07-18 05:39:46.803341+00
87,340,appfolio inc.,897225,2017-07-31,5842,559,https://www.linkedin.com/company/99055,Computer Software,2017-07-31 09:26:03.379325+00,2017-07-31 09:26:03.379374+00,262,262,897294,2018-07-16 04:00:00+00,348,f,348,26324,1143,75233933923,2018-07-17 05:24:09.130997+00
88,344,applebee's,60748,2017-03-16,41300,3369,https://www.linkedin.com/company/6753,Restaurants,2017-03-16 02:55:55.200065+00,2017-03-16 02:55:55.200113+00,264,264,60848,2018-07-16 04:00:00+00,1,f,26751270,6223079,238438,84917689333,2018-07-17 05:29:57.584782+00
89,346,"appliancesmart, inc.",1342060,2018-07-17,57,1,https://www.linkedin.com/company/3667618,Retail,2018-07-17 13:31:27.063946+00,2018-07-17 13:31:27.063967+00,266,266,1342175,2018-07-16 04:00:00+00,0,f,2,2059,33,150569963008,2018-07-17 05:24:10.529007+00
90,348,applied materials,868111,2018-07-17,136278,17425,https://www.linkedin.com/company/2018,Semiconductors,2018-07-17 13:26:41.260687+00,2018-07-17 13:26:41.260737+00,271,271,52635,2018-07-16 04:00:00+00,2413,f,2413,7935,1147,149301252979,2018-07-17 05:24:00.882576+00
91,349,"applied optoelectronics, inc.",897217,2018-07-17,1966,224,https://www.linkedin.com/company/744608,Telecommunications,2018-07-17 13:17:58.341399+00,2018-07-17 13:17:58.341425+00,268,268,52615,2018-07-17 04:00:00+00,148,f,148,310,169,270994669686253,2018-07-18 05:39:33.244457+00
92,359,aptiv,2337905,2018-07-17,28599,7042,https://www.linkedin.com/company/11273203,Electrical/Electronic Manufacturing,2018-07-17 18:05:27.206784+00,2018-07-17 18:05:27.206811+00,274,274,53334,2018-07-16 04:00:00+00,15971,f,0,129144,8461,38891199823,2018-07-17 05:28:53.942403+00
93,361,aqua america,59198,2018-07-17,5646,844,https://www.linkedin.com/company/54472,Utilities,2018-07-17 20:30:05.916067+00,2018-07-17 20:30:05.916116+00,2969,2969,53656,2018-07-17 04:00:00+00,0,f,0,22523,939,591693544195818,2018-07-18 05:49:29.348821+00
94,365,aramark,58886,2018-07-17,151661,33167,https://www.linkedin.com/company/2815,Retail,2018-07-17 18:06:11.803596+00,2018-07-17 18:06:11.803622+00,280,280,53223,2018-07-16 04:00:00+00,2307,f,0,59255,15710,108418935969656,2018-07-17 05:28:54.694898+00
95,366,aramark uniform services,869037,2018-07-17,16604,4350,https://www.linkedin.com/company/2816,Facilities Services,2018-07-17 18:06:11.851606+00,2018-07-17 18:06:11.851651+00,281,281,869372,2018-07-17 04:00:00+00,54,f,0,10616,1019,384253158356870,2018-07-18 05:44:21.244416+00
96,369,arbor realty trust,2337470,2018-07-17,6569,417,https://www.linkedin.com/company/391896,Commercial Real Estate,2018-07-17 17:57:34.705354+00,2018-07-17 17:57:34.705379+00,282,282,2337424,2018-07-17 04:00:00+00,0,f,0,47,4,362146130870821,2018-07-18 05:44:09.02259+00
